argos config file,classes,trials,mean final dispersion
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-10_in_clusters.argos_robot_poses.json,4,10,413
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-10_in_lines.argos_robot_poses.json,4,10,338
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-3_in_clusters.argos_robot_poses.json,4,10,41
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-3_in_lines.argos_robot_poses.json,4,10,26
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-4_in_clusters.argos_robot_poses.json,4,10,65
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-4_in_lines.argos_robot_poses.json,4,10,13
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-5_in_clusters.argos_robot_poses.json,4,10,136
data-two_class-4_18_two_class-individual_0_gen_4.dat_experiments-4_class-5_in_lines.argos_robot_poses.json,4,10,45
