argos config file,classes,trials,mean final dispersion
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-10_in_clusters.argos_robot_poses.json,2,10,941
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-10_in_lines.argos_robot_poses.json,2,10,948
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-3_in_clusters.argos_robot_poses.json,2,10,84
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-3_in_lines.argos_robot_poses.json,2,10,38
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-4_in_clusters.argos_robot_poses.json,2,10,142
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-4_in_lines.argos_robot_poses.json,2,10,48
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-5_in_clusters.argos_robot_poses.json,2,10,252
4_18_two_class-individual_0_gen_4.dat_experiments-2_class-5_in_lines.argos_robot_poses.json,2,10,110
