200, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, -1.0000, 942782.688
201, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, -0.7778, 270627.628
202, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, -0.5556, 230151.084
203, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, -0.3333, 231089.650
204, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, -0.1111, 184788.930
205, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, 0.1111, 202942.899
206, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, 0.3333, 160668.632
207, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, 0.5556, 157817.178
208, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, 0.7778, 177331.097
209, -1.0000, -1.0000, -1.0000, -0.5556, -1.0000, 1.0000, 146192.284
210, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, -1.0000, 788018.887
211, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, -0.7778, 890332.844
212, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, -0.5556, 265139.423
213, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, -0.3333, 255741.831
214, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, -0.1111, 229897.319
215, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, 0.1111, 207545.486
216, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, 0.3333, 179091.581
217, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, 0.5556, 182254.831
218, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, 0.7778, 160316.903
219, -1.0000, -1.0000, -1.0000, -0.5556, -0.7778, 1.0000, 161842.666
220, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, -1.0000, 799195.316
221, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, -0.7778, 786538.428
222, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, -0.5556, 885391.219
223, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, -0.3333, 244227.628
224, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, -0.1111, 236466.191
225, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, 0.1111, 231014.678
226, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, 0.3333, 207345.569
227, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, 0.5556, 209031.169
228, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, 0.7778, 144377.966
229, -1.0000, -1.0000, -1.0000, -0.5556, -0.5556, 1.0000, 206975.358
230, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, -1.0000, 746609.697
231, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, -0.7778, 754488.344
232, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, -0.5556, 775593.625
233, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, -0.3333, 791189.950
234, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, -0.1111, 249581.172
235, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, 0.1111, 250020.492
236, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, 0.3333, 237298.006
237, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, 0.5556, 238466.700
238, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, 0.7778, 189806.122
239, -1.0000, -1.0000, -1.0000, -0.5556, -0.3333, 1.0000, 220216.688
240, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, -1.0000, 741404.031
241, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, -0.7778, 738527.353
242, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, -0.5556, 767948.000
243, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, -0.3333, 757872.438
244, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, -0.1111, 582920.188
245, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, 0.1111, 253403.572
246, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, 0.3333, 260657.322
247, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, 0.5556, 241583.938
248, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, 0.7778, 199292.097
249, -1.0000, -1.0000, -1.0000, -0.5556, -0.1111, 1.0000, 199681.238
250, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, -1.0000, 736919.906
251, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, -0.7778, 753865.341
252, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, -0.5556, 751403.688
253, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, -0.3333, 699875.048
254, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, -0.1111, 669362.625
255, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, 0.1111, 78271.678
256, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, 0.3333, 223351.956
257, -1.0000, -1.0000, -1.0000, -0.5556, 0.1111, 0.5556, 205130.775
