- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
25010 -0.6667 0.0000 -0.3333 1.0000 -0.3333 1.0000 -1037.800 -857.450 -2034.665 -2146.835 -1564.250 -1698.250 -1882.000 -1635.400 -1037.800 -857.450 -2034.665 -2146.835 -1564.250 -1698.250 -1882.000 -1635.400 -1037.800 -857.450 -2187.335 -2634.335 -2835.665 -2123.625 -2294.875 -2542.750 -1592.200 -2065.600 -2369.800 -2034.665 -2146.835 -1179.050 -1224.150 -1496.800 -1564.250 -1698.250 -1882.000 -1635.400 
25011 -0.6667 0.0000 -0.3333 1.0000 0.0000 -1.0000 -531.350 -523.900 -1244.335 -1471.335 -981.125 -1398.500 -994.100 -774.600 -531.350 -523.900 -1244.335 -1471.335 -981.125 -1398.500 -994.100 -774.600 -531.350 -523.900 -1463.500 -1544.500 -1872.000 -1127.500 -1410.500 -1078.750 -898.200 -821.500 -986.200 -1244.335 -1471.335 -678.450 -601.750 -636.900 -981.125 -1398.500 -994.100 -774.600 
25012 -0.6667 0.0000 -0.3333 1.0000 0.0000 -0.6667 -470.050 -515.800 -1500.500 -1223.165 -1023.000 -1227.750 -877.200 -847.100 -470.050 -515.800 -1500.500 -1223.165 -1023.000 -1227.750 -877.200 -847.100 -470.050 -515.800 -1481.665 -2008.335 -2063.165 -1068.125 -1239.625 -1189.500 -875.500 -845.400 -956.900 -1500.500 -1223.165 -632.450 -447.950 -552.700 -1023.000 -1227.750 -877.200 -847.100 
25013 -0.6667 0.0000 -0.3333 1.0000 0.0000 -0.3333 -482.650 -452.100 -1235.335 -1272.665 -900.000 -1041.125 -844.400 -883.400 -482.650 -452.100 -1235.335 -1272.665 -900.000 -1041.125 -844.400 -883.400 -482.650 -452.100 -1294.335 -1738.000 -2555.835 -997.375 -1198.750 -1359.375 -892.100 -971.600 -1145.100 -1235.335 -1272.665 -746.850 -562.100 -568.150 -900.000 -1041.125 -844.400 -883.400 
25014 -0.6667 0.0000 -0.3333 1.0000 0.0000 0.0000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.000 -720.000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.000 -720.000 -629.650 -360.000 -1200.000 -1500.000 -2685.000 -900.000 -1346.500 -1570.125 -720.000 -900.000 -1258.800 -1200.000 -1200.000 -360.400 -360.000 -808.500 -900.000 -900.000 -900.000 -720.000 
25015 -0.6667 0.0000 -0.3333 1.0000 0.0000 0.3333 -926.900 -733.300 -1617.500 -1678.335 -1431.000 -1448.875 -1602.700 -1470.400 -926.900 -733.300 -1617.500 -1678.335 -1431.000 -1448.875 -1602.700 -1470.400 -926.900 -733.300 -2067.835 -2290.335 -2300.500 -2081.625 -2387.750 -2093.375 -1623.100 -1600.400 -2175.100 -1617.500 -1678.335 -896.900 -887.700 -1499.550 -1431.000 -1448.875 -1602.700 -1470.400 
25016 -0.6667 0.0000 -0.3333 1.0000 0.0000 0.6667 -912.600 -810.650 -1828.165 -1912.835 -1572.500 -1727.625 -1116.400 -1346.200 -912.600 -810.650 -1828.165 -1912.835 -1572.500 -1727.625 -1116.400 -1346.200 -912.600 -810.650 -2276.165 -2412.000 -2886.335 -2240.250 -1931.250 -1887.500 -1524.400 -1909.800 -2530.600 -1828.165 -1912.835 -1092.400 -964.850 -1029.550 -1572.500 -1727.625 -1116.400 -1346.200 
25017 -0.6667 0.0000 -0.3333 1.0000 0.0000 1.0000 -1044.850 -975.300 -2073.500 -1949.335 -1415.000 -1694.625 -1414.100 -1262.600 -1044.850 -975.300 -2073.500 -1949.335 -1415.000 -1694.625 -1414.100 -1262.600 -1044.850 -975.300 -2232.665 -1925.335 -2467.500 -1922.000 -2091.375 -2432.500 -1525.100 -1687.100 -2144.200 -2073.500 -1949.335 -1135.150 -1064.450 -1432.300 -1415.000 -1694.625 -1414.100 -1262.600 
25018 -0.6667 0.0000 -0.3333 1.0000 0.3333 -1.0000 -658.200 -540.500 -1729.000 -1283.335 -1299.000 -1253.500 -906.600 -810.000 -658.200 -540.500 -1729.000 -1283.335 -1299.000 -1253.500 -906.600 -810.000 -658.200 -540.500 -1394.835 -1616.335 -2214.835 -1027.125 -1227.625 -987.125 -1019.600 -1109.000 -1291.400 -1729.000 -1283.335 -782.350 -790.300 -703.500 -1299.000 -1253.500 -906.600 -810.000 
25019 -0.6667 0.0000 -0.3333 1.0000 0.3333 -0.6667 -659.250 -642.350 -1214.835 -1409.835 -970.500 -1085.500 -1044.400 -1019.500 -659.250 -642.350 -1214.835 -1409.835 -970.500 -1085.500 -1044.400 -1019.500 -659.250 -642.350 -1316.835 -1991.835 -1745.000 -1270.500 -1218.000 -1054.625 -913.400 -1132.400 -1066.900 -1214.835 -1409.835 -816.300 -670.850 -808.900 -970.500 -1085.500 -1044.400 -1019.500 
25020 -0.6667 0.0000 -0.3333 1.0000 0.3333 -0.3333 -779.950 -650.950 -1268.665 -1285.000 -946.125 -1326.000 -950.300 -996.200 -779.950 -650.950 -1268.665 -1285.000 -946.125 -1326.000 -950.300 -996.200 -779.950 -650.950 -1461.500 -1586.335 -1971.165 -1079.375 -1452.375 -1551.375 -1187.600 -1159.900 -1209.100 -1268.665 -1285.000 -999.200 -799.750 -961.150 -946.125 -1326.000 -950.300 -996.200 
25021 -0.6667 0.0000 -0.3333 1.0000 0.3333 0.0000 -781.100 -518.950 -1200.000 -1200.000 -1038.500 -1434.250 -995.400 -917.800 -781.100 -518.950 -1200.000 -1200.000 -1038.500 -1434.250 -995.400 -917.800 -781.100 -518.950 -1664.500 -2134.335 -2029.835 -1194.125 -1465.125 -1792.000 -1039.900 -1296.800 -1714.500 -1200.000 -1200.000 -712.200 -777.750 -962.000 -1038.500 -1434.250 -995.400 -917.800 
25022 -0.6667 0.0000 -0.3333 1.0000 0.3333 0.3333 -574.350 -610.350 -1200.000 -1453.500 -1095.000 -1710.250 -779.500 -1092.100 -574.350 -610.350 -1200.000 -1453.500 -1095.000 -1710.250 -779.500 -1092.100 -574.350 -610.350 -1255.000 -1564.500 -1878.665 -1087.000 -1307.750 -1306.375 -886.600 -1168.900 -1173.400 -1200.000 -1453.500 -767.950 -609.900 -862.600 -1095.000 -1710.250 -779.500 -1092.100 
25023 -0.6667 0.0000 -0.3333 1.0000 0.3333 0.6667 -802.350 -757.550 -1267.165 -1519.835 -1257.750 -1392.625 -1269.800 -1374.400 -802.350 -757.550 -1267.165 -1519.835 -1257.750 -1392.625 -1269.800 -1374.400 -802.350 -757.550 -1796.665 -1517.500 -2031.165 -1402.250 -1516.000 -1470.625 -1070.100 -1239.700 -1392.200 -1267.165 -1519.835 -753.400 -843.950 -846.000 -1257.750 -1392.625 -1269.800 -1374.400 
25024 -0.6667 0.0000 -0.3333 1.0000 0.3333 1.0000 -926.100 -937.200 -1561.165 -1805.335 -1510.125 -1564.875 -1427.800 -1262.700 -926.100 -937.200 -1561.165 -1805.335 -1510.125 -1564.875 -1427.800 -1262.700 -926.100 -937.200 -2073.500 -1600.835 -2359.000 -1553.125 -1853.125 -1855.750 -1434.300 -1577.200 -1736.700 -1561.165 -1805.335 -922.850 -1082.900 -921.000 -1510.125 -1564.875 -1427.800 -1262.700 
25025 -0.6667 0.0000 -0.3333 1.0000 0.6667 -1.0000 -944.000 -821.350 -1345.335 -1239.165 -1035.000 -1278.250 -950.800 -1070.300 -944.000 -821.350 -1345.335 -1239.165 -1035.000 -1278.250 -950.800 -1070.300 -944.000 -821.350 -1718.500 -1496.335 -1717.835 -1523.000 -1335.875 -1198.500 -1149.200 -1291.700 -1245.900 -1345.335 -1239.165 -1041.000 -935.150 -918.600 -1035.000 -1278.250 -950.800 -1070.300 
25026 -0.6667 0.0000 -0.3333 1.0000 0.6667 -0.6667 -893.900 -829.250 -1294.665 -1613.500 -1047.000 -1396.250 -1110.100 -1256.000 -893.900 -829.250 -1294.665 -1613.500 -1047.000 -1396.250 -1110.100 -1256.000 -893.900 -829.250 -1488.835 -1624.665 -1899.000 -1300.875 -1538.500 -1641.125 -1129.200 -1399.800 -1455.400 -1294.665 -1613.500 -990.700 -1025.750 -1091.300 -1047.000 -1396.250 -1110.100 -1256.000 
25027 -0.6667 0.0000 -0.3333 1.0000 0.6667 -0.3333 -916.850 -826.050 -1314.835 -1371.665 -1052.750 -1570.625 -1159.100 -1080.800 -916.850 -826.050 -1314.835 -1371.665 -1052.750 -1570.625 -1159.100 -1080.800 -916.850 -826.050 -1549.835 -1654.500 -1882.000 -1217.750 -1652.125 -1538.000 -1159.700 -1660.100 -1463.700 -1314.835 -1371.665 -1029.700 -901.000 -1036.150 -1052.750 -1570.625 -1159.100 -1080.800 
25028 -0.6667 0.0000 -0.3333 1.0000 0.6667 0.0000 -799.500 -546.050 -1200.000 -1428.500 -1089.375 -1682.875 -983.400 -940.100 -799.500 -546.050 -1200.000 -1428.500 -1089.375 -1682.875 -983.400 -940.100 -799.500 -546.050 -1772.335 -2122.665 -2192.165 -1406.250 -1365.750 -1918.875 -1126.000 -1464.500 -1190.200 -1200.000 -1428.500 -958.350 -863.250 -930.750 -1089.375 -1682.875 -983.400 -940.100 
25029 -0.6667 0.0000 -0.3333 1.0000 0.6667 0.3333 -741.450 -667.650 -1200.000 -1470.835 -1082.875 -1409.750 -1169.700 -1163.800 -741.450 -667.650 -1200.000 -1470.835 -1082.875 -1409.750 -1169.700 -1163.800 -741.450 -667.650 -1889.165 -1844.335 -1500.000 -1136.500 -1545.750 -1701.000 -1190.900 -1195.700 -1182.600 -1200.000 -1470.835 -864.200 -898.250 -864.350 -1082.875 -1409.750 -1169.700 -1163.800 
25030 -0.6667 0.0000 -0.3333 1.0000 0.6667 0.6667 -695.950 -641.250 -1200.000 -1400.665 -1274.750 -1491.500 -898.400 -937.800 -695.950 -641.250 -1200.000 -1400.665 -1274.750 -1491.500 -898.400 -937.800 -695.950 -641.250 -1474.000 -1291.835 -2052.500 -1176.000 -1168.250 -1147.750 -972.400 -898.300 -1087.700 -1200.000 -1400.665 -868.450 -489.400 -713.800 -1274.750 -1491.500 -898.400 -937.800 
25031 -0.6667 0.0000 -0.3333 1.0000 0.6667 1.0000 -733.700 -676.350 -1505.165 -1683.000 -962.125 -1173.000 -1032.200 -976.200 -733.700 -676.350 -1505.165 -1683.000 -962.125 -1173.000 -1032.200 -976.200 -733.700 -676.350 -1675.500 -1601.835 -1705.835 -1145.375 -1368.625 -1257.750 -1048.800 -1261.100 -1283.400 -1505.165 -1683.000 -663.550 -788.650 -764.600 -962.125 -1173.000 -1032.200 -976.200 
25032 -0.6667 0.0000 -0.3333 1.0000 1.0000 -1.0000 -1046.300 -900.800 -1416.835 -1394.835 -1125.875 -1269.625 -1113.600 -1325.500 -1046.300 -900.800 -1416.835 -1394.835 -1125.875 -1269.625 -1113.600 -1325.500 -1046.300 -900.800 -1640.000 -1780.165 -1788.665 -1572.000 -1579.625 -1541.000 -1248.800 -1361.700 -1776.900 -1416.835 -1394.835 -914.050 -1107.800 -1060.450 -1125.875 -1269.625 -1113.600 -1325.500 
25033 -0.6667 0.0000 -0.3333 1.0000 1.0000 -0.6667 -1085.550 -821.550 -1407.665 -1508.335 -1315.500 -1544.125 -1075.400 -1161.700 -1085.550 -821.550 -1407.665 -1508.335 -1315.500 -1544.125 -1075.400 -1161.700 -1085.550 -821.550 -1572.665 -1829.665 -1883.000 -1527.375 -1677.500 -1592.000 -1343.800 -1614.100 -1684.300 -1407.665 -1508.335 -954.050 -981.450 -1003.900 -1315.500 -1544.125 -1075.400 -1161.700 
25034 -0.6667 0.0000 -0.3333 1.0000 1.0000 -0.3333 -850.550 -808.650 -1642.335 -1329.500 -1273.750 -1483.750 -1298.000 -1282.500 -850.550 -808.650 -1642.335 -1329.500 -1273.750 -1483.750 -1298.000 -1282.500 -850.550 -808.650 -1642.835 -1802.000 -2273.165 -1767.000 -1621.875 -1661.375 -1074.100 -1433.800 -1756.500 -1642.335 -1329.500 -981.750 -1032.300 -1011.500 -1273.750 -1483.750 -1298.000 -1282.500 
25035 -0.6667 0.0000 -0.3333 1.0000 1.0000 0.0000 -803.950 -708.550 -1283.335 -1312.165 -1141.625 -1625.125 -1001.700 -1049.200 -803.950 -708.550 -1283.335 -1312.165 -1141.625 -1625.125 -1001.700 -1049.200 -803.950 -708.550 -1989.500 -2084.500 -2124.835 -1776.000 -1597.750 -1516.250 -1366.800 -1531.000 -1502.900 -1283.335 -1312.165 -861.700 -950.400 -950.500 -1141.625 -1625.125 -1001.700 -1049.200 
25036 -0.6667 0.0000 -0.3333 1.0000 1.0000 0.3333 -721.200 -768.950 -1484.000 -1437.835 -1267.625 -1555.500 -1101.900 -1230.100 -721.200 -768.950 -1484.000 -1437.835 -1267.625 -1555.500 -1101.900 -1230.100 -721.200 -768.950 -2298.165 -1394.835 -2378.500 -1072.500 -1389.375 -1350.375 -1010.400 -1465.900 -1465.300 -1484.000 -1437.835 -803.500 -1028.350 -876.800 -1267.625 -1555.500 -1101.900 -1230.100 
25037 -0.6667 0.0000 -0.3333 1.0000 1.0000 0.6667 -825.100 -786.450 -1200.000 -1439.335 -1392.750 -1607.875 -1165.800 -1233.000 -825.100 -786.450 -1200.000 -1439.335 -1392.750 -1607.875 -1165.800 -1233.000 -825.100 -786.450 -1672.665 -1772.335 -1860.835 -1157.625 -1325.250 -982.875 -1414.600 -1360.800 -1288.300 -1200.000 -1439.335 -875.250 -759.150 -862.650 -1392.750 -1607.875 -1165.800 -1233.000 
25038 -0.6667 0.0000 -0.3333 1.0000 1.0000 1.0000 -499.200 -506.000 -1200.000 -1289.665 -1072.500 -1027.500 -1079.600 -1028.100 -499.200 -506.000 -1200.000 -1289.665 -1072.500 -1027.500 -1079.600 -1028.100 -499.200 -506.000 -1521.835 -1708.335 -1810.835 -1349.875 -1220.250 -1224.000 -935.500 -845.200 -1071.900 -1200.000 -1289.665 -746.150 -546.650 -726.350 -1072.500 -1027.500 -1079.600 -1028.100 
25039 -0.6667 0.0000 0.0000 -1.0000 -1.0000 -1.0000 -659.450 -557.950 -1280.665 -1201.665 -1033.125 -1031.250 -864.200 -913.500 -659.450 -557.950 -1280.665 -1201.665 -1033.125 -1031.250 -864.200 -913.500 -659.450 -557.950 -1308.500 -1255.165 -1247.500 -996.625 -970.250 -1013.625 -898.300 -791.600 -945.800 -1280.665 -1201.665 -647.700 -610.600 -611.450 -1033.125 -1031.250 -864.200 -913.500 
25040 -0.6667 0.0000 0.0000 -1.0000 -1.0000 -0.6667 -427.550 -401.450 -1200.000 -1200.000 -900.000 -909.750 -727.600 -722.600 -427.550 -401.450 -1200.000 -1200.000 -900.000 -909.750 -727.600 -722.600 -427.550 -401.450 -1200.335 -1209.500 -1225.335 -910.125 -906.750 -911.125 -726.900 -726.000 -755.000 -1200.000 -1200.000 -393.850 -431.450 -451.450 -900.000 -909.750 -727.600 -722.600 
25041 -0.6667 0.0000 0.0000 -1.0000 -1.0000 -0.3333 -397.100 -379.100 -1200.000 -1200.000 -900.000 -900.000 -738.700 -728.900 -397.100 -379.100 -1200.000 -1200.000 -900.000 -900.000 -738.700 -728.900 -397.100 -379.100 -1208.000 -1207.165 -1214.835 -903.875 -904.375 -916.000 -722.700 -726.800 -750.800 -1200.000 -1200.000 -394.650 -406.100 -397.400 -900.000 -900.000 -738.700 -728.900 
25042 -0.6667 0.0000 0.0000 -1.0000 -1.0000 0.0000 -389.250 -384.150 -1200.000 -1200.000 -900.000 -900.000 -731.600 -720.000 -389.250 -384.150 -1200.000 -1200.000 -900.000 -900.000 -731.600 -720.000 -389.250 -384.150 -1202.165 -1206.665 -1210.335 -901.250 -903.000 -918.000 -723.300 -740.200 -742.000 -1200.000 -1200.000 -385.100 -413.300 -400.950 -900.000 -900.000 -731.600 -720.000 
25043 -0.6667 0.0000 0.0000 -1.0000 -1.0000 0.3333 -378.550 -372.700 -1200.000 -1200.000 -900.000 -901.875 -731.700 -720.000 -378.550 -372.700 -1200.000 -1200.000 -900.000 -901.875 -731.700 -720.000 -378.550 -372.700 -1200.000 -1210.500 -1215.835 -900.625 -905.875 -913.375 -720.200 -746.900 -738.100 -1200.000 -1200.000 -383.150 -383.100 -389.250 -900.000 -901.875 -731.700 -720.000 
25044 -0.6667 0.0000 0.0000 -1.0000 -1.0000 0.6667 -380.100 -369.300 -1200.000 -1200.000 -900.000 -902.250 -730.000 -720.000 -380.100 -369.300 -1200.000 -1200.000 -900.000 -902.250 -730.000 -720.000 -380.100 -369.300 -1200.000 -1205.835 -1211.000 -900.000 -912.125 -919.125 -720.000 -730.700 -749.900 -1200.000 -1200.000 -378.550 -404.550 -394.000 -900.000 -902.250 -730.000 -720.000 
25045 -0.6667 0.0000 0.0000 -1.0000 -1.0000 1.0000 -388.350 -374.100 -1200.000 -1200.000 -900.000 -901.625 -727.300 -720.000 -388.350 -374.100 -1200.000 -1200.000 -900.000 -901.625 -727.300 -720.000 -388.350 -374.100 -1200.000 -1204.500 -1212.000 -900.000 -908.875 -910.500 -720.000 -729.500 -739.800 -1200.000 -1200.000 -365.350 -374.800 -389.350 -900.000 -901.625 -727.300 -720.000 
25046 -0.6667 0.0000 0.0000 -1.0000 -0.6667 -1.0000 -594.750 -643.250 -1293.165 -1231.835 -1195.875 -984.250 -800.900 -800.900 -594.750 -643.250 -1293.165 -1231.835 -1195.875 -984.250 -800.900 -800.900 -594.750 -643.250 -1269.165 -1391.165 -1211.335 -1107.250 -1052.000 -957.875 -851.000 -873.800 -780.000 -1293.165 -1231.835 -627.950 -669.950 -629.900 -1195.875 -984.250 -800.900 -800.900 
25047 -0.6667 0.0000 0.0000 -1.0000 -0.6667 -0.6667 -587.700 -688.700 -1200.000 -1239.335 -970.375 -1196.250 -1003.600 -786.300 -587.700 -688.700 -1200.000 -1239.335 -970.375 -1196.250 -1003.600 -786.300 -587.700 -688.700 -1231.000 -1268.000 -1235.335 -938.125 -1109.500 -1061.000 -858.300 -871.300 -799.400 -1200.000 -1239.335 -653.350 -544.000 -572.150 -970.375 -1196.250 -1003.600 -786.300 
25048 -0.6667 0.0000 0.0000 -1.0000 -0.6667 -0.3333 -397.100 -391.050 -1200.000 -1200.000 -900.000 -900.000 -740.000 -724.600 -397.100 -391.050 -1200.000 -1200.000 -900.000 -900.000 -740.000 -724.600 -397.100 -391.050 -1208.000 -1208.835 -1219.000 -907.000 -906.625 -911.750 -728.100 -737.400 -753.700 -1200.000 -1200.000 -394.250 -401.600 -405.400 -900.000 -900.000 -740.000 -724.600 
25049 -0.6667 0.0000 0.0000 -1.0000 -0.6667 0.0000 -392.250 -377.850 -1200.000 -1200.000 -900.000 -900.000 -734.900 -720.000 -392.250 -377.850 -1200.000 -1200.000 -900.000 -900.000 -734.900 -720.000 -392.250 -377.850 -1203.335 -1207.335 -1212.165 -901.750 -906.375 -914.750 -721.500 -737.700 -753.600 -1200.000 -1200.000 -390.750 -397.450 -396.300 -900.000 -900.000 -734.900 -720.000 
25050 -0.6667 0.0000 0.0000 -1.0000 -0.6667 0.3333 -380.100 -387.750 -1200.000 -1200.000 -900.000 -900.000 -732.100 -720.000 -380.100 -387.750 -1200.000 -1200.000 -900.000 -900.000 -732.100 -720.000 -380.100 -387.750 -1200.000 -1206.500 -1215.335 -901.250 -911.125 -913.000 -720.000 -733.300 -737.200 -1200.000 -1200.000 -379.050 -399.850 -390.600 -900.000 -900.000 -732.100 -720.000 
25051 -0.6667 0.0000 0.0000 -1.0000 -0.6667 0.6667 -380.800 -382.400 -1200.000 -1200.000 -900.000 -902.250 -728.700 -720.000 -380.800 -382.400 -1200.000 -1200.000 -900.000 -902.250 -728.700 -720.000 -380.800 -382.400 -1200.000 -1205.500 -1211.665 -900.500 -906.625 -910.875 -720.000 -731.100 -732.900 -1200.000 -1200.000 -373.150 -388.450 -386.700 -900.000 -902.250 -728.700 -720.000 
