0,-1202.3141666666666
1,-1140.5593055555555
2,-1144.8758333333333
3,-1128.31125
4,-1008.6341666666665
5,-985.8202777777777
6,-953.76
7,-1129.2431944444443
8,-1184.7048611111113
9,-1072.5051388888887
10,-1059.09375
11,-1101.6295833333334
12,-991.27625
13,-1009.4834722222222
14,-1105.5059722222222
15,-1128.3834722222223
16,-1043.2420833333333
17,-1114.4568055555555
18,-1044.2441666666666
19,-1025.1555555555556
20,-1001.1056944444447
21,-1022.100138888889
22,-1051.9254166666667
23,-1089.6559722222223
24,-1025.1994444444445
25,-1028.307638888889
26,-1063.2513888888889
27,-997.5279166666668
28,-1049.4858333333332
29,-988.4504166666668
30,-1051.4895833333333
31,-1086.155
32,-867.1908333333333
33,-1020.7152777777778
34,-982.2427777777777
35,-1108.2897222222223
36,-1068.895
37,-1048.9258333333335
38,-1053.8205555555558
39,-982.3816666666667
40,-952.9052777777779
41,-969.9083333333333
42,-1027.709027777778
43,-946.5426388888887
44,-1067.2330555555557
45,-1028.9383333333335
46,-1011.5430555555556
47,-942.8049999999998
48,-905.5644444444445
49,-1196.8568055555556
50,-943.2036111111112
51,-951.0302777777779
52,-927.6940277777778
53,-934.0138888888889
54,-945.9698611111112
55,-947.5430555555554
56,-1150.3638888888888
57,-1167.243888888889
58,-938.7522222222223
59,-919.6259722222223
60,-924.4712499999999
61,-946.0126388888889
62,-935.5391666666668
63,-1007.1638888888889
64,-1080.7451388888887
65,-1083.6744444444444
66,-916.2163888888889
67,-971.9522222222222
68,-965.8620833333334
69,-906.4733333333332
70,-1038.1640277777778
71,-1058.5280555555555
72,-1012.6409722222221
73,-1012.6122222222223
74,-912.5630555555557
75,-926.3223611111111
76,-933.4768055555555
77,-1053.5895833333334
78,-1029.7980555555555
79,-1021.2573611111111
80,-1026.179861111111
81,-899.3544444444445
82,-951.0290277777777
83,-889.0120833333334
84,-1061.6015277777778
85,-1035.51125
86,-1075.9091666666668
87,-1106.592222222222
88,-971.7402777777778
89,-921.5327777777778
90,-895.1841666666666
91,-986.2531944444444
92,-998.9501388888889
93,-1020.8375000000001
94,-1059.9847222222222
95,-1018.1608333333334
96,-918.6583333333334
97,-992.0651388888889
98,-1159.3859722222223
99,-934.7587500000001
100,-937.94875
101,-934.4359722222222
102,-937.5201388888888
103,-933.1600000000001
104,-953.0495833333332
105,-1045.2808333333335
106,-1124.9913888888889
107,-936.5113888888887
108,-949.3049999999998
109,-951.1866666666667
110,-970.4937500000001
111,-947.1593055555555
112,-1007.8637499999999
113,-1001.0054166666664
114,-1080.1456944444444
115,-953.0925000000001
116,-989.0169444444444
117,-983.4431944444445
118,-955.8822222222223
119,-1004.0858333333334
120,-977.5015277777779
121,-1036.170138888889
122,-994.9433333333333
123,-920.8329166666667
124,-968.3525000000001
125,-926.0208333333335
126,-1009.6504166666667
127,-1044.6291666666666
128,-995.9933333333332
129,-1023.7918055555557
130,-934.883472222222
131,-915.8911111111112
132,-896.5729166666666
133,-969.2918055555555
134,-955.2661111111112
135,-1012.1988888888887
136,-1037.378333333333
137,-967.2001388888889
138,-910.6491666666666
139,-889.3311111111111
140,-994.1750000000001
141,-1013.5829166666667
142,-979.6543055555555
143,-1014.5044444444443
144,-941.7175000000001
145,-963.9895833333331
146,-947.4663888888889
147,-1140.3975
148,-948.965138888889
149,-925.6925
150,-938.7670833333335
151,-988.4654166666668
152,-952.6834722222223
153,-938.8891666666667
154,-1111.4384722222223
155,-1187.0012500000003
156,-979.9140277777775
157,-954.3083333333333
158,-940.2204166666668
159,-934.4701388888888
160,-967.7648611111113
161,-992.8418055555555
162,-1004.7354166666669
163,-1084.5173611111109
164,-949.0548611111109
165,-945.9398611111111
166,-977.0781944444445
167,-943.4473611111111
168,-1062.3937500000002
169,-1020.5484722222221
170,-1056.7556944444443
171,-997.582638888889
172,-927.1493055555555
173,-950.1758333333333
174,-962.9312500000001
175,-925.7911111111111
176,-1003.2034722222223
177,-1021.8844444444444
178,-990.8498611111112
179,-894.7319444444444
180,-908.4390277777778
181,-951.6670833333333
182,-1013.2005555555554
183,-982.5806944444446
184,-1015.5648611111109
185,-948.7034722222221
186,-974.1648611111112
187,-925.1181944444444
188,-910.9047222222222
189,-983.6975
190,-956.4545833333335
191,-951.2659722222221
192,-999.3636111111113
193,-1004.620138888889
194,-972.9716666666668
195,-997.7744444444444
196,-1214.5433333333333
197,-961.3405555555554
198,-964.398472222222
199,-958.2002777777777
200,-961.608611111111
201,-983.8968055555555
202,-942.6070833333334
203,-1078.287916666667
204,-1146.0059722222222
205,-958.5325000000001
206,-943.2716666666666
207,-963.3674999999998
208,-985.1786111111111
209,-962.4163888888886
210,-998.8887500000001
211,-958.3869444444445
212,-1098.5640277777777
213,-949.7220833333332
214,-936.9034722222223
215,-946.9323611111112
216,-955.4470833333334
217,-975.7855555555557
218,-980.8906944444445
219,-1025.21
220,-962.2665277777778
221,-937.6465277777778
222,-946.4993055555556
223,-940.7113888888889
224,-963.4086111111113
225,-971.4172222222221
226,-1013.8556944444445
227,-987.5444444444444
228,-921.8208333333334
229,-955.3144444444447
230,-957.4125000000001
231,-980.0166666666667
232,-1021.1968055555556
233,-980.811388888889
234,-1008.232361111111
235,-982.3043055555556
236,-934.1505555555555
237,-905.9759722222221
238,-977.8154166666668
239,-981.9816666666668
240,-1046.6340277777776
241,-1049.7868055555555
242,-1031.0604166666667
243,-986.3170833333334
244,-984.1565277777778
245,-1202.6184722222222
246,-960.9626388888888
247,-985.3855555555557
248,-967.8593055555555
249,-970.9604166666666
250,-950.6662499999998
251,-966.9094444444446
252,-1052.3822222222223
253,-1196.0044444444445
254,-941.496388888889
255,-958.5070833333334
256,-969.5906944444445
257,-980.0169444444442
258,-970.1804166666666
259,-994.7577777777777
260,-1048.4066666666668
261,-1169.6733333333332
262,-984.4491666666667
263,-969.6734722222221
264,-956.932638888889
265,-963.3568055555556
266,-1006.5430555555554
267,-984.1522222222221
268,-1006.9905555555555
269,-1000.2098611111111
270,-943.8361111111111
271,-940.5204166666667
272,-958.3443055555557
273,-1004.2709722222223
274,-1019.2975
275,-1028.6729166666667
276,-986.23875
277,-928.3701388888888
278,-982.1922222222222
279,-942.6013888888889
280,-1019.9426388888888
281,-996.6518055555555
282,-1142.7300000000002
283,-1009.0529166666664
284,-972.7118055555555
285,-1001.9504166666668
286,-900.1245833333334
287,-970.6843055555556
288,-1035.6570833333333
289,-973.9756944444445
290,-1034.2277777777776
291,-1010.2856944444443
292,-1043.3744444444444
293,-1011.1636111111111
294,-1126.6954166666667
295,-955.2758333333331
296,-999.1887499999999
297,-1010.2133333333334
298,-1012.5194444444444
299,-970.6955555555554
300,-986.958888888889
301,-1092.232361111111
302,-1181.8080555555555
303,-961.2215277777777
304,-987.628611111111
305,-974.8447222222223
306,-966.962638888889
307,-991.5040277777779
308,-1011.9516666666665
309,-1033.472638888889
310,-1066.6534722222225
311,-971.2476388888887
312,-978.3518055555555
313,-968.544861111111
314,-979.3876388888889
315,-1007.0669444444443
316,-1020.7922222222223
317,-1082.9958333333334
318,-990.3665277777777
319,-956.5438888888889
320,-960.0647222222225
321,-946.2573611111111
322,-932.5963888888889
323,-1008.3813888888888
324,-1081.6795833333333
325,-1014.7881944444445
326,-899.0119444444443
327,-934.1572222222223
328,-948.9005555555555
329,-1009.1402777777779
330,-1010.9202777777779
331,-1052.1645833333334
332,-984.6844444444446
333,-995.67125
334,-1033.4391666666666
335,-920.4543055555556
336,-1042.871666666667
337,-1023.7625000000002
338,-1023.6451388888888
339,-1027.9063888888888
340,-1060.3683333333333
341,-1059.1961111111111
342,-1048.3450000000003
343,-1140.32625
344,-1130.6794444444445
345,-1077.9208333333336
346,-978.4622222222224
347,-949.2063888888889
348,-936.5863888888889
349,-943.502222222222
350,-988.9702777777776
351,-1125.7669444444443
352,-1045.7968055555555
353,-1009.8000000000001
354,-989.5506944444446
355,-995.3588888888888
356,-949.8562499999999
357,-942.7309722222222
358,-950.7052777777777
359,-1103.3983333333335
360,-1107.0056944444445
361,-959.4772222222223
362,-1021.7811111111109
363,-952.6002777777778
364,-964.2163888888889
365,-951.8123611111112
366,-916.0831944444443
367,-1006.9554166666666
368,-1044.8247222222224
369,-1013.5436111111111
370,-979.4538888888887
371,-941.8427777777779
372,-937.8655555555556
373,-937.5519444444443
374,-914.3552777777778
375,-897.4875
376,-1008.0906944444445
377,-965.6406944444445
378,-934.5481944444447
379,-913.1644444444446
380,-926.8248611111111
381,-916.0368055555555
382,-928.4945833333336
383,-957.7851388888889
384,-926.5418055555555
385,-927.016388888889
386,-944.2118055555555
387,-951.1908333333334
388,-922.6341666666667
389,-921.5704166666666
390,-923.1702777777778
391,-950.5554166666667
392,-1186.0825
393,-1088.1230555555558
394,-1131.4655555555555
395,-1175.6701388888891
396,-1064.831111111111
397,-1066.5656944444445
398,-1025.6187500000003
399,-1121.0529166666668
400,-1190.0898611111108
401,-1109.295277777778
402,-1166.091388888889
403,-1092.5606944444444
404,-1070.268611111111
405,-1128.219027777778
406,-1074.3383333333334
407,-1115.5601388888888
408,-1098.8851388888888
409,-1095.7833333333335
410,-1098.3018055555556
411,-1110.5377777777778
412,-1035.998888888889
413,-1123.7295833333333
414,-1081.9901388888889
415,-1037.9593055555554
416,-1001.7505555555557
417,-990.1372222222222
418,-1033.2848611111112
419,-1084.3094444444446
420,-1079.9691666666668
421,-1189.701388888889
422,-1077.8324999999998
423,-1018.0958333333333
424,-866.3919444444443
425,-1070.7136111111113
426,-986.9891666666668
427,-1136.5831944444442
428,-1110.1225
429,-1111.4255555555555
430,-1032.091111111111
431,-968.6456944444445
432,-914.8923611111111
433,-949.5354166666667
434,-1030.265138888889
435,-1060.966388888889
436,-1062.9041666666667
437,-1061.4818055555554
438,-1043.8294444444446
439,-972.521388888889
440,-923.0181944444444
441,-1157.6479166666668
442,-954.8634722222222
443,-959.2430555555555
444,-984.725138888889
445,-951.8970833333333
446,-955.4968055555556
447,-961.1274999999999
448,-1071.6444444444444
449,-1158.9452777777778
450,-940.9633333333334
451,-955.5555555555555
452,-921.6636111111111
453,-937.9675000000001
454,-954.0595833333332
455,-1070.0194444444446
456,-999.5486111111111
457,-1166.5231944444445
458,-923.8147222222223
459,-934.475277777778
460,-962.9377777777778
461,-939.4661111111111
462,-1009.8990277777777
463,-1038.1251388888888
464,-1034.0081944444444
465,-1025.0743055555556
466,-937.3213888888889
467,-936.612222222222
468,-925.73875
469,-987.6811111111112
470,-1025.826111111111
471,-985.9829166666665
472,-1006.759861111111
473,-921.8233333333333
474,-941.2255555555556
475,-942.1113888888888
476,-1032.7858333333336
477,-985.0961111111109
478,-1032.7431944444443
479,-1007.3406944444445
480,-978.6834722222221
481,-964.6438888888889
482,-910.6790277777776
483,-962.7366666666666
484,-932.7309722222221
485,-1017.4069444444444
486,-1036.1269444444445
487,-943.3638888888888
488,-987.7111111111111
489,-999.5273611111111
490,-1168.7275000000002
491,-972.2266666666666
492,-966.5320833333335
493,-956.121388888889
494,-932.909861111111
495,-960.5379166666664
496,-957.7209722222223
497,-1082.1688888888887
498,-1104.4244444444444
499,-968.8544444444445
500,-958.2877777777778
501,-981.4909722222224
502,-976.055277777778
503,-963.355
504,-992.60875
505,-1086.8562499999998
506,-1089.5765277777778
507,-922.3002777777778
508,-978.088888888889
509,-988.8862500000001
510,-953.9251388888887
511,-964.1663888888886
512,-1093.2223611111112
513,-1046.9406944444445
514,-1009.4979166666666
515,-953.3936111111111
516,-936.7830555555556
517,-941.5568055555557
518,-955.6987500000001
519,-1063.9873611111113
520,-1056.7041666666667
521,-1002.3623611111111
522,-931.4970833333332
523,-929.0391666666668
524,-958.5124999999999
525,-980.8831944444444
526,-973.8595833333334
527,-972.9469444444444
528,-935.3909722222221
529,-1004.5293055555553
530,-892.1747222222223
531,-907.2627777777778
532,-953.8391666666666
533,-1017.7688888888891
534,-936.2730555555556
535,-971.3527777777776
536,-1017.3175000000002
537,-984.5231944444445
538,-969.5776388888888
539,-1125.4206944444443
540,-973.844583333333
541,-971.8313888888889
542,-985.284861111111
543,-950.6223611111111
544,-944.422638888889
545,-982.5111111111112
546,-1066.1072222222222
547,-1136.190277777778
548,-944.6483333333334
549,-967.5627777777778
550,-968.7181944444443
551,-945.1038888888891
552,-969.9838888888888
553,-1046.5479166666664
554,-1133.2208333333333
555,-1104.5313888888888
556,-992.6723611111112
557,-972.1247222222222
558,-969.4287500000002
559,-955.4923611111111
560,-990.9731944444445
561,-1029.125138888889
562,-1111.8606944444446
563,-976.1437500000001
564,-959.6188888888888
565,-938.041111111111
566,-951.7333333333333
567,-1014.3051388888889
568,-974.3329166666667
569,-977.1179166666666
570,-1004.5518055555555
571,-920.9851388888887
572,-966.235
573,-966.797638888889
574,-1002.095972222222
575,-995.4201388888891
576,-1031.7690277777776
577,-1006.1488888888887
578,-993.097361111111
579,-970.1868055555556
580,-938.2536111111112
581,-930.5405555555556
582,-943.779861111111
583,-978.6015277777777
584,-1008.1773611111109
585,-1031.4970833333334
586,-1005.1356944444445
587,-958.9540277777778
588,-1205.9152777777776
589,-998.1545833333334
590,-1005.4445833333334
591,-947.0106944444445
592,-991.5487499999999
593,-981.27625
594,-978.8441666666666
595,-1142.8887499999998
596,-1082.501527777778
597,-930.7511111111112
598,-1017.4306944444446
599,-927.7254166666667
600,-991.3134722222223
601,-955.1373611111111
602,-1008.262777777778
603,-1112.6552777777777
604,-1039.0595833333332
605,-966.2738888888891
606,-942.1076388888889
607,-949.1586111111111
608,-962.9787500000002
609,-977.6947222222223
610,-1044.8691666666666
611,-1073.20125
612,-999.5836111111112
613,-946.0509722222222
614,-958.7176388888888
615,-963.6106944444447
616,-1022.8612500000002
617,-934.0880555555555
618,-982.6605555555556
619,-1023.9826388888891
620,-947.901388888889
621,-935.6405555555555
622,-951.3788888888889
623,-987.6173611111112
624,-1045.3755555555556
625,-1019.6402777777779
626,-1029.3669444444442
627,-1011.0351388888889
628,-959.3987499999998
629,-910.6743055555556
630,-998.5572222222222
631,-975.9902777777776
632,-1093.6480555555554
633,-1004.52625
634,-1032.192361111111
635,-1023.3233333333333
636,-1012.3225
637,-1206.8044444444442
638,-962.9755555555554
639,-1003.9204166666667
640,-979.7490277777777
641,-971.0670833333334
642,-968.3126388888891
643,-995.4190277777777
644,-1109.475277777778
645,-1162.06875
646,-961.2583333333332
647,-984.644722222222
648,-966.0547222222223
649,-982.7702777777779
650,-965.4348611111111
651,-1054.7273611111111
652,-1031.7708333333333
653,-1062.5479166666664
654,-1006.5731944444445
655,-978.2805555555553
656,-982.0877777777779
657,-954.6293055555556
658,-1022.6283333333334
659,-985.5356944444445
660,-1076.9847222222224
661,-989.4304166666666
662,-951.3368055555555
663,-975.9922222222223
664,-959.138611111111
665,-954.1949999999999
666,-1039.836388888889
667,-1027.8240277777777
668,-1042.3040277777777
669,-891.4979166666667
670,-948.9934722222222
671,-948.7306944444445
672,-973.2458333333333
673,-966.3312500000001
674,-1110.9344444444444
675,-1077.025138888889
676,-1025.5888888888887
677,-1017.8038888888891
678,-914.7900000000001
679,-1014.9951388888886
680,-1038.0237499999998
681,-1025.3375000000003
682,-1095.8633333333335
683,-1103.06125
684,-1023.1504166666665
685,-992.2186111111112
686,-1069.1752777777779
687,-1031.635416666667
688,-1012.075972222222
689,-1065.7849999999999
690,-986.368888888889
691,-962.8977777777776
692,-931.2072222222222
693,-928.7894444444444
694,-1060.2258333333334
695,-1128.6955555555555
696,-983.9768055555555
697,-1038.8336111111112
698,-1036.45
699,-974.4284722222224
700,-982.8930555555554
701,-954.5988888888888
702,-1086.780972222222
703,-962.1641666666666
704,-1055.6673611111112
705,-999.1770833333331
706,-994.152638888889
707,-940.4559722222223
708,-929.6218055555554
709,-954.7118055555555
710,-973.4054166666665
711,-967.5877777777777
712,-1036.6936111111108
713,-959.8859722222223
714,-935.7204166666666
715,-942.3640277777779
716,-962.9768055555555
717,-944.4206944444445
718,-950.0029166666668
719,-956.3672222222223
720,-1009.6773611111109
721,-931.5888888888888
722,-936.3702777777776
723,-916.77875
724,-953.1977777777779
725,-935.4894444444445
726,-934.0833333333335
727,-991.4490277777778
728,-953.4580555555557
729,-937.6511111111112
730,-957.7304166666667
731,-961.8201388888889
732,-935.6322222222223
733,-895.5897222222222
734,-991.1648611111112
735,-1109.97875
736,-1088.89375
737,-1051.5056944444445
738,-1047.1534722222223
739,-1036.863888888889
740,-971.7259722222223
741,-964.7911111111114
742,-977.7501388888891
743,-1131.0852777777777
744,-1076.5895833333334
745,-1041.3431944444446
746,-1009.9861111111111
747,-1016.558888888889
748,-984.6256944444444
749,-934.1219444444442
750,-918.1148611111112
751,-1092.3802777777778
752,-973.5699999999999
753,-1054.4148611111113
754,-1004.8068055555557
755,-972.5268055555557
756,-975.1516666666666
757,-947.8665277777777
758,-949.9205555555556
759,-1008.2955555555558
760,-957.6233333333334
761,-1004.4930555555555
762,-1054.6531944444441
763,-949.1022222222223
764,-936.3981944444445
765,-939.1293055555557
766,-956.7044444444442
767,-943.9208333333331
768,-1038.9319444444443
769,-958.105138888889
770,-960.3958333333334
771,-931.4023611111111
772,-913.8227777777779
773,-944.8341666666666
774,-943.3069444444443
775,-932.6283333333334
776,-931.8402777777778
777,-953.9359722222221
778,-923.2833333333333
779,-951.0159722222221
780,-924.2544444444443
781,-937.3325
782,-883.7720833333333
783,-960.5470833333334
784,-1105.2079166666667
785,-1181.2041666666667
786,-1244.342638888889
787,-1211.7711111111112
788,-1215.476388888889
789,-1154.2858333333334
790,-1155.1138888888888
791,-1172.3345833333333
792,-1179.631388888889
793,-1096.6150000000002
794,-1175.1870833333332
795,-1191.6444444444444
796,-1122.6620833333334
797,-1142.684027777778
798,-1194.5541666666668
799,-1210.6345833333335
800,-1124.4154166666667
801,-1135.1779166666665
802,-1166.6769444444444
803,-1157.9983333333334
804,-1133.2262500000002
805,-1112.3379166666666
806,-1218.1109722222222
807,-1120.3112499999997
808,-991.9672222222224
809,-1067.7145833333334
810,-1150.4930555555554
811,-1159.2086111111112
812,-1121.6568055555556
813,-1207.8659722222224
814,-1180.1033333333335
815,-1079.1120833333334
816,-885.0308333333334
817,-1008.9556944444446
818,-1020.3206944444444
819,-1268.4983333333334
820,-1139.7068055555555
821,-1223.1255555555556
822,-1073.3120833333332
823,-1026.5652777777777
824,-931.7445833333336
825,-958.1759722222222
826,-1171.8840277777779
827,-1157.9969444444444
828,-1161.4006944444443
829,-1100.7790277777776
830,-1087.215
831,-1012.8544444444445
832,-991.0712499999998
833,-1151.4459722222223
834,-945.3591666666666
835,-969.1931944444445
836,-958.758611111111
837,-958.076111111111
838,-965.6076388888889
839,-972.3708333333333
840,-1071.3880555555556
841,-1223.9818055555556
842,-959.9070833333333
843,-973.5279166666666
844,-962.0641666666666
845,-963.0099999999998
846,-976.4056944444445
847,-1011.5122222222222
848,-1063.3605555555557
849,-1130.97625
850,-958.7576388888889
851,-979.4229166666667
852,-945.6804166666667
