50, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, -1.0000, -3163132.097
51, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, -0.7778, -2973909.366
52, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, -0.5556, -3198358.538
53, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, -0.3333, -3257791.541
54, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, -0.1111, -3142417.141
55, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, 0.1111, -2985367.366
56, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, 0.3333, -3011449.523
57, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, 0.5556, -3028574.648
58, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, 0.7778, -2935785.812
59, -1.0000, -1.0000, -1.0000, -1.0000, 0.1111, 1.0000, -3065962.713
60, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, -1.0000, -3228380.798
61, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, -0.7778, -2973214.946
62, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, -0.5556, -3185902.395
63, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, -0.3333, -3097910.359
64, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, -0.1111, -3004084.194
65, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, 0.1111, -3044565.802
66, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, 0.3333, -3195578.382
67, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, 0.5556, -3065909.928
68, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, 0.7778, -3014976.305
69, -1.0000, -1.0000, -1.0000, -1.0000, 0.3333, 1.0000, -3147008.006
70, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, -1.0000, -3039546.623
71, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, -0.7778, -3189371.845
72, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, -0.5556, -2993302.553
73, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, -0.3333, -2955969.108
74, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, -0.1111, -3084147.566
75, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, 0.1111, -3022512.091
76, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, 0.3333, -3175111.703
77, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, 0.5556, -3304813.405
78, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, 0.7778, -3027928.052
79, -1.0000, -1.0000, -1.0000, -1.0000, 0.5556, 1.0000, -3113174.309
80, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, -1.0000, -3201846.994
81, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, -0.7778, -3138510.339
82, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, -0.5556, -3277450.860
83, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, -0.3333, -3068130.323
84, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, -0.1111, -2998476.500
85, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, 0.1111, -3011781.072
86, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, 0.3333, -3166740.698
87, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, 0.5556, -3150471.467
88, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, 0.7778, -3451928.695
89, -1.0000, -1.0000, -1.0000, -1.0000, 0.7778, 1.0000, -3282124.656
90, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, -1.0000, -3057881.702
91, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, -0.7778, -3188665.056
92, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, -0.5556, -3095926.433
93, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, -0.3333, -3258372.705
94, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, -0.1111, -3217564.416
95, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, 0.1111, -3152868.045
96, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, 0.3333, -3219038.839
97, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, 0.5556, -3201676.697
98, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, 0.7778, -3226086.047
99, -1.0000, -1.0000, -1.0000, -1.0000, 1.0000, 1.0000, -3498102.734
