- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos
100041 0.6667 1.0000 0.3333 0.3333 0.3333 0.3333 -502.250 -499.000 -1262.000 -2077.835 -1173.750 -903.375 -949.100 -743.400 -502.250 -499.000 -1262.000 -2077.835 -1173.750 -903.375 -949.100 -743.400 -502.250 -499.000 -1205.665 -1362.335 -1309.665 -1454.500 -1282.250 -969.500 -786.300 -1053.100 -837.400 -1262.000 -2077.835 -537.400 -729.750 -801.850 -1173.750 -903.375 -949.100 -743.400
100042 0.6667 1.0000 0.3333 0.3333 0.3333 0.6667 -1599.600 -1365.900 -2603.500 -2454.000 -2159.250 -2070.750 -1284.200 -1495.600 -1599.600 -1365.900 -2603.500 -2454.000 -2159.250 -2070.750 -1284.200 -1495.600 -1599.600 -1365.900 -1987.665 -2514.335 -2407.165 -1721.625 -1605.250 -2026.250 -2078.400 -1694.500 -1725.100 -2603.500 -2454.000 -1229.650 -1185.000 -1187.800 -2159.250 -2070.750 -1284.200 -1495.600
100043 0.6667 1.0000 0.3333 0.3333 0.3333 1.0000 -1298.900 -1427.550 -2289.000 -2317.665 -2280.750 -1956.500 -1476.900 -1684.000 -1298.900 -1427.550 -2289.000 -2317.665 -2280.750 -1956.500 -1476.900 -1684.000 -1298.900 -1427.550 -3048.335 -2870.665 -2848.000 -2476.125 -1751.375 -1970.125 -2134.700 -1266.400 -1732.800 -2289.000 -2317.665 -1621.550 -1630.200 -1432.150 -2280.750 -1956.500 -1476.900 -1684.000
100044 0.6667 1.0000 0.3333 0.3333 0.6667 -1.0000 -367.250 -393.000 -1200.000 -1200.000 -900.000 -915.125 -866.200 -720.000 -367.250 -393.000 -1200.000 -1200.000 -900.000 -915.125 -866.200 -720.000 -367.250 -393.000 -1233.165 -1264.835 -1263.165 -947.875 -957.125 -1001.875 -797.400 -903.000 -800.700 -1200.000 -1200.000 -654.150 -648.850 -561.200 -900.000 -915.125 -866.200 -720.000
100045 0.6667 1.0000 0.3333 0.3333 0.6667 -0.6667 -464.450 -464.200 -1200.000 -1200.000 -900.875 -910.750 -746.400 -720.000 -464.450 -464.200 -1200.000 -1200.000 -900.875 -910.750 -746.400 -720.000 -464.450 -464.200 -1233.165 -1232.500 -1340.665 -951.500 -955.125 -921.875 -797.300 -913.400 -778.500 -1200.000 -1200.000 -535.650 -600.100 -648.600 -900.875 -910.750 -746.400 -720.000
100046 0.6667 1.0000 0.3333 0.3333 0.6667 -0.3333 -375.650 -370.800 -1205.335 -1200.000 -901.125 -907.250 -737.000 -723.500 -375.650 -370.800 -1205.335 -1200.000 -901.125 -907.250 -737.000 -723.500 -375.650 -370.800 -1325.335 -1291.000 -1488.500 -955.375 -1035.500 -952.000 -732.200 -797.900 -766.000 -1205.335 -1200.000 -540.050 -504.250 -495.450 -901.125 -907.250 -737.000 -723.500
100047 0.6667 1.0000 0.3333 0.3333 0.6667 0.0000 -377.350 -371.550 -1217.500 -1200.000 -900.000 -900.000 -790.600 -720.000 -377.350 -371.550 -1217.500 -1200.000 -900.000 -900.000 -790.600 -720.000 -377.350 -371.550 -1256.000 -1327.165 -1219.165 -1122.750 -963.250 -931.125 -780.200 -751.400 -923.000 -1217.500 -1200.000 -407.300 -456.600 -403.400 -900.000 -900.000 -790.600 -720.000
100048 0.6667 1.0000 0.3333 0.3333 0.6667 0.3333 -373.950 -544.400 -1397.665 -1200.000 -1077.875 -1242.375 -766.200 -720.000 -373.950 -544.400 -1397.665 -1200.000 -1077.875 -1242.375 -766.200 -720.000 -373.950 -544.400 -1484.165 -1247.165 -1549.500 -947.000 -912.875 -941.625 -1138.200 -727.600 -902.600 -1397.665 -1200.000 -497.000 -444.250 -452.700 -1077.875 -1242.375 -766.200 -720.000
100049 0.6667 1.0000 0.3333 0.3333 0.6667 0.6667 -578.850 -653.750 -1390.665 -1204.000 -1010.750 -926.500 -1101.300 -720.000 -578.850 -653.750 -1390.665 -1204.000 -1010.750 -926.500 -1101.300 -720.000 -578.850 -653.750 -1367.000 -1531.000 -1254.500 -1259.250 -1295.125 -1127.625 -731.700 -877.800 -973.900 -1390.665 -1204.000 -454.050 -404.450 -504.600 -1010.750 -926.500 -1101.300 -720.000
100050 0.6667 1.0000 0.3333 0.3333 0.6667 1.0000 -1200.400 -1141.300 -1904.335 -1911.335 -2191.000 -2398.125 -1879.700 -1647.600 -1200.400 -1141.300 -1904.335 -1911.335 -2191.000 -2398.125 -1879.700 -1647.600 -1200.400 -1141.300 -2538.835 -2484.335 -1833.500 -2463.625 -1861.750 -2027.250 -1480.100 -1784.100 -1859.600 -1904.335 -1911.335 -1433.300 -1105.200 -1093.100 -2191.000 -2398.125 -1879.700 -1647.600
100051 0.6667 1.0000 0.3333 0.3333 1.0000 -1.0000 -444.300 -521.900 -1200.000 -1200.000 -900.000 -907.750 -769.900 -720.000 -444.300 -521.900 -1200.000 -1200.000 -900.000 -907.750 -769.900 -720.000 -444.300 -521.900 -1202.665 -1231.335 -1253.335 -1136.625 -943.375 -927.875 -784.800 -742.200 -958.400 -1200.000 -1200.000 -627.500 -582.050 -642.200 -900.000 -907.750 -769.900 -720.000
100052 0.6667 1.0000 0.3333 0.3333 1.0000 -0.6667 -379.900 -371.650 -1200.000 -1200.000 -900.000 -906.625 -743.200 -720.000 -379.900 -371.650 -1200.000 -1200.000 -900.000 -906.625 -743.200 -720.000 -379.900 -371.650 -1229.000 -1329.665 -1273.665 -934.375 -974.125 -923.500 -819.500 -739.500 -772.300 -1200.000 -1200.000 -568.550 -554.400 -496.800 -900.000 -906.625 -743.200 -720.000
100053 0.6667 1.0000 0.3333 0.3333 1.0000 -0.3333 -375.600 -517.600 -1200.000 -1200.000 -900.000 -904.125 -728.400 -720.000 -375.600 -517.600 -1200.000 -1200.000 -900.000 -904.125 -728.400 -720.000 -375.600 -517.600 -1229.835 -1283.000 -1416.165 -922.125 -1010.250 -930.000 -772.900 -736.000 -747.200 -1200.000 -1200.000 -538.700 -483.150 -433.600 -900.000 -904.125 -728.400 -720.000
100054 0.6667 1.0000 0.3333 0.3333 1.0000 0.0000 -367.300 -369.050 -1200.000 -1200.000 -900.250 -900.000 -721.900 -720.000 -367.300 -369.050 -1200.000 -1200.000 -900.250 -900.000 -721.900 -720.000 -367.300 -369.050 -1277.335 -1284.665 -1218.000 -1014.750 -1065.250 -1016.375 -803.800 -799.800 -802.800 -1200.000 -1200.000 -389.000 -466.500 -410.600 -900.250 -900.000 -721.900 -720.000
100055 0.6667 1.0000 0.3333 0.3333 1.0000 0.3333 -374.900 -389.100 -1202.165 -1200.000 -900.000 -919.625 -730.000 -720.000 -374.900 -389.100 -1202.165 -1200.000 -900.000 -919.625 -730.000 -720.000 -374.900 -389.100 -1219.165 -1332.500 -1214.665 -951.875 -929.625 -939.000 -873.400 -744.100 -762.100 -1202.165 -1200.000 -413.800 -471.350 -413.800 -900.000 -919.625 -730.000 -720.000
100056 0.6667 1.0000 0.3333 0.3333 1.0000 0.6667 -390.800 -383.950 -1200.000 -1200.000 -903.000 -1083.375 -794.000 -860.000 -390.800 -383.950 -1200.000 -1200.000 -903.000 -1083.375 -794.000 -860.000 -390.800 -383.950 -1470.665 -1231.000 -1235.500 -964.750 -935.250 -929.250 -794.600 -749.400 -837.600 -1200.000 -1200.000 -388.000 -426.600 -409.350 -903.000 -1083.375 -794.000 -860.000
100057 0.6667 1.0000 0.3333 0.3333 1.0000 1.0000 -718.450 -563.100 -1200.000 -1464.665 -975.500 -903.125 -724.300 -722.000 -718.450 -563.100 -1200.000 -1464.665 -975.500 -903.125 -724.300 -722.000 -718.450 -563.100 -1201.665 -1270.165 -1210.000 -902.625 -918.625 -1135.625 -956.800 -943.100 -926.900 -1200.000 -1464.665 -560.200 -475.250 -537.350 -975.500 -903.125 -724.300 -722.000
100058 0.6667 1.0000 0.3333 0.6667 -1.0000 -1.0000 -730.400 -857.650 -1648.000 -1346.500 -957.000 -1499.250 -1191.100 -1039.800 -730.400 -857.650 -1648.000 -1346.500 -957.000 -1499.250 -1191.100 -1039.800 -730.400 -857.650 -1764.165 -1811.335 -2048.165 -1349.750 -1438.875 -1775.000 -1332.000 -1566.200 -1406.900 -1648.000 -1346.500 -847.900 -735.450 -729.350 -957.000 -1499.250 -1191.100 -1039.800
100059 0.6667 1.0000 0.3333 0.6667 -1.0000 -0.6667 -802.850 -749.350 -1200.000 -1221.500 -1257.750 -1522.125 -1176.200 -971.700 -802.850 -749.350 -1200.000 -1221.500 -1257.750 -1522.125 -1176.200 -971.700 -802.850 -749.350 -1634.500 -1557.665 -1650.000 -1494.125 -1723.375 -1571.750 -1259.000 -1400.700 -1496.300 -1200.000 -1221.500 -1055.000 -883.150 -965.200 -1257.750 -1522.125 -1176.200 -971.700
100060 0.6667 1.0000 0.3333 0.6667 -1.0000 -0.3333 -869.250 -764.850 -1200.000 -1334.335 -973.250 -1336.375 -1130.200 -1030.300 -869.250 -764.850 -1200.000 -1334.335 -973.250 -1336.375 -1130.200 -1030.300 -869.250 -764.850 -1526.665 -1645.165 -1688.500 -1467.750 -1434.875 -1537.500 -1332.500 -1698.700 -1750.800 -1200.000 -1334.335 -1123.650 -986.500 -1132.850 -973.250 -1336.375 -1130.200 -1030.300
100061 0.6667 1.0000 0.3333 0.6667 -1.0000 0.0000 -743.800 -649.450 -1200.000 -1413.665 -986.875 -1197.375 -1115.700 -1016.300 -743.800 -649.450 -1200.000 -1413.665 -986.875 -1197.375 -1115.700 -1016.300 -743.800 -649.450 -1676.165 -1350.665 -1877.500 -1268.500 -1762.250 -1694.000 -1208.100 -1338.800 -1482.900 -1200.000 -1413.665 -1133.250 -927.050 -1097.250 -986.875 -1197.375 -1115.700 -1016.300
100062 0.6667 1.0000 0.3333 0.6667 -1.0000 0.3333 -861.050 -754.600 -1200.000 -1379.335 -961.500 -1359.625 -1163.400 -1123.000 -861.050 -754.600 -1200.000 -1379.335 -961.500 -1359.625 -1163.400 -1123.000 -861.050 -754.600 -1400.835 -1819.335 -1584.500 -1398.875 -1608.500 -1764.375 -1185.800 -1577.700 -1460.100 -1200.000 -1379.335 -1136.100 -1036.800 -1264.300 -961.500 -1359.625 -1163.400 -1123.000
100063 0.6667 1.0000 0.3333 0.6667 -1.0000 0.6667 -828.050 -813.400 -1315.835 -1391.665 -972.875 -1324.125 -1052.500 -1072.000 -828.050 -813.400 -1315.835 -1391.665 -972.875 -1324.125 -1052.500 -1072.000 -828.050 -813.400 -1480.335 -1489.000 -2049.835 -1506.625 -1472.625 -1653.750 -1422.100 -1533.200 -1485.400 -1315.835 -1391.665 -1241.900 -905.700 -1103.950 -972.875 -1324.125 -1052.500 -1072.000
100064 0.6667 1.0000 0.3333 0.6667 -1.0000 1.0000 -837.200 -702.000 -1200.000 -1602.500 -945.750 -1336.000 -1029.900 -1037.000 -837.200 -702.000 -1200.000 -1602.500 -945.750 -1336.000 -1029.900 -1037.000 -837.200 -702.000 -1730.500 -1470.000 -1796.665 -1336.125 -1798.125 -1660.625 -1355.600 -1453.600 -1401.400 -1200.000 -1602.500 -1155.950 -1067.150 -1123.550 -945.750 -1336.000 -1029.900 -1037.000
100065 0.6667 1.0000 0.3333 0.6667 -0.6667 -1.0000 -505.600 -440.350 -1200.000 -1200.000 -900.000 -937.125 -745.400 -720.000 -505.600 -440.350 -1200.000 -1200.000 -900.000 -937.125 -745.400 -720.000 -505.600 -440.350 -1236.835 -1275.665 -1271.500 -999.125 -937.750 -1443.625 -763.400 -891.100 -807.000 -1200.000 -1200.000 -515.850 -498.500 -475.350 -900.000 -937.125 -745.400 -720.000
100066 0.6667 1.0000 0.3333 0.6667 -0.6667 -0.6667 -646.700 -755.150 -1313.500 -1364.835 -1038.750 -1327.750 -1236.000 -1153.800 -646.700 -755.150 -1313.500 -1364.835 -1038.750 -1327.750 -1236.000 -1153.800 -646.700 -755.150 -1490.500 -1900.835 -1509.835 -1306.875 -1306.375 -1447.000 -1141.000 -1269.100 -1361.500 -1313.500 -1364.835 -800.200 -679.550 -776.850 -1038.750 -1327.750 -1236.000 -1153.800
100067 0.6667 1.0000 0.3333 0.6667 -0.6667 -0.3333 -887.500 -621.950 -1200.000 -1237.500 -1231.875 -1309.250 -906.000 -949.200 -887.500 -621.950 -1200.000 -1237.500 -1231.875 -1309.250 -906.000 -949.200 -887.500 -621.950 -1818.665 -1476.335 -1723.665 -1314.875 -1531.000 -1593.250 -1180.700 -1563.200 -1532.100 -1200.000 -1237.500 -1063.400 -893.450 -973.450 -1231.875 -1309.250 -906.000 -949.200
100068 0.6667 1.0000 0.3333 0.6667 -0.6667 0.0000 -821.250 -719.950 -1200.000 -1243.165 -906.500 -1131.750 -1028.800 -989.500 -821.250 -719.950 -1200.000 -1243.165 -906.500 -1131.750 -1028.800 -989.500 -821.250 -719.950 -1295.835 -1541.335 -1638.000 -1346.250 -1379.375 -1295.125 -1231.200 -1709.800 -1400.400 -1200.000 -1243.165 -1183.750 -996.950 -1103.200 -906.500 -1131.750 -1028.800 -989.500
100069 0.6667 1.0000 0.3333 0.6667 -0.6667 0.3333 -823.750 -646.050 -1242.500 -1393.500 -900.000 -1205.875 -958.700 -1020.700 -823.750 -646.050 -1242.500 -1393.500 -900.000 -1205.875 -958.700 -1020.700 -823.750 -646.050 -1382.165 -1351.165 -1689.665 -1524.625 -1531.000 -1387.125 -1331.200 -1380.900 -1372.000 -1242.500 -1393.500 -1189.100 -959.050 -1056.350 -900.000 -1205.875 -958.700 -1020.700
100070 0.6667 1.0000 0.3333 0.6667 -0.6667 0.6667 -870.100 -780.350 -1200.000 -1245.000 -900.000 -1315.875 -987.800 -997.600 -870.100 -780.350 -1200.000 -1245.000 -900.000 -1315.875 -987.800 -997.600 -870.100 -780.350 -1367.335 -1557.835 -2057.335 -1354.750 -1411.625 -1526.750 -1318.000 -1462.100 -1457.900 -1200.000 -1245.000 -1388.950 -897.950 -1028.500 -900.000 -1315.875 -987.800 -997.600
100071 0.6667 1.0000 0.3333 0.6667 -0.6667 1.0000 -773.000 -753.950 -1200.000 -1356.665 -900.000 -1024.625 -1220.300 -1102.400 -773.000 -753.950 -1200.000 -1356.665 -900.000 -1024.625 -1220.300 -1102.400 -773.000 -753.950 -1949.165 -1709.500 -1817.665 -1411.500 -1659.750 -1630.750 -1324.300 -1645.700 -1590.300 -1200.000 -1356.665 -1024.650 -863.200 -980.350 -900.000 -1024.625 -1220.300 -1102.400
100072 0.6667 1.0000 0.3333 0.6667 -0.3333 -1.0000 -409.300 -386.600 -1644.335 -1403.665 -949.875 -1451.375 -746.800 -720.000 -409.300 -386.600 -1644.335 -1403.665 -949.875 -1451.375 -746.800 -720.000 -409.300 -386.600 -1254.665 -1277.500 -1831.665 -1009.375 -1071.000 -1052.000 -933.600 -771.300 -1009.700 -1644.335 -1403.665 -473.550 -514.050 -578.700 -949.875 -1451.375 -746.800 -720.000
100073 0.6667 1.0000 0.3333 0.6667 -0.3333 -0.6667 -388.150 -398.050 -1222.835 -1200.000 -970.500 -1045.625 -759.600 -735.600 -388.150 -398.050 -1222.835 -1200.000 -970.500 -1045.625 -759.600 -735.600 -388.150 -398.050 -1441.165 -1417.500 -2016.500 -901.875 -1184.375 -959.750 -824.800 -784.200 -917.600 -1222.835 -1200.000 -502.550 -522.150 -572.850 -970.500 -1045.625 -759.600 -735.600
100074 0.6667 1.0000 0.3333 0.6667 -0.3333 -0.3333 -704.550 -705.000 -1309.165 -1290.835 -1059.125 -1099.250 -1123.700 -843.500 -704.550 -705.000 -1309.165 -1290.835 -1059.125 -1099.250 -1123.700 -843.500 -704.550 -705.000 -1375.665 -1519.165 -1586.835 -1356.500 -1192.625 -1254.375 -901.200 -1278.700 -1151.200 -1309.165 -1290.835 -734.700 -630.500 -690.900 -1059.125 -1099.250 -1123.700 -843.500
100075 0.6667 1.0000 0.3333 0.6667 -0.3333 0.0000 -759.100 -520.950 -1200.000 -1325.165 -924.375 -1169.000 -1006.100 -914.200 -759.100 -520.950 -1200.000 -1325.165 -924.375 -1169.000 -1006.100 -914.200 -759.100 -520.950 -1233.335 -1526.500 -1537.335 -1116.500 -1444.000 -1208.750 -1122.600 -1241.200 -1064.200 -1200.000 -1325.165 -936.250 -820.350 -1067.700 -924.375 -1169.000 -1006.100 -914.200
100076 0.6667 1.0000 0.3333 0.6667 -0.3333 0.3333 -857.300 -610.000 -1200.000 -1235.500 -938.875 -1156.000 -1030.300 -912.300 -857.300 -610.000 -1200.000 -1235.500 -938.875 -1156.000 -1030.300 -912.300 -857.300 -610.000 -1326.500 -1269.335 -1501.665 -1298.625 -1477.000 -1194.875 -1161.000 -1356.700 -1367.800 -1200.000 -1235.500 -916.400 -819.000 -1174.700 -938.875 -1156.000 -1030.300 -912.300
100077 0.6667 1.0000 0.3333 0.6667 -0.3333 0.6667 -847.650 -593.400 -1200.000 -1294.835 -954.750 -1255.250 -1052.600 -1003.300 -847.650 -593.400 -1200.000 -1294.835 -954.750 -1255.250 -1052.600 -1003.300 -847.650 -593.400 -1357.665 -1253.165 -2081.500 -1290.875 -1123.625 -1481.125 -1237.200 -1452.000 -1150.600 -1200.000 -1294.835 -962.200 -983.900 -1177.350 -954.750 -1255.250 -1052.600 -1003.300
100078 0.6667 1.0000 0.3333 0.6667 -0.3333 1.0000 -861.300 -651.700 -1200.000 -1277.500 -951.875 -1035.250 -936.600 -936.100 -861.300 -651.700 -1200.000 -1277.500 -951.875 -1035.250 -936.600 -936.100 -861.300 -651.700 -1533.500 -1510.335 -1875.835 -1487.500 -1267.250 -1361.125 -1299.700 -1321.000 -1165.500 -1200.000 -1277.500 -1004.100 -803.950 -887.800 -951.875 -1035.250 -936.600 -936.100
100079 0.6667 1.0000 0.3333 0.6667 0.0000 -1.0000 -386.550 -471.200 -1259.500 -1477.835 -969.125 -1921.125 -894.400 -721.400 -386.550 -471.200 -1259.500 -1477.835 -969.125 -1921.125 -894.400 -721.400 -386.550 -471.200 -1765.165 -1289.665 -1990.335 -1025.375 -1033.125 -963.750 -912.000 -780.300 -945.400 -1259.500 -1477.835 -526.050 -543.400 -467.250 -969.125 -1921.125 -894.400 -721.400
100080 0.6667 1.0000 0.3333 0.6667 0.0000 -0.6667 -461.150 -461.200 -1772.500 -1478.835 -935.125 -1743.875 -817.000 -730.500 -461.150 -461.200 -1772.500 -1478.835 -935.125 -1743.875 -817.000 -730.500 -461.150 -461.200 -1559.835 -1281.835 -1954.000 -1492.750 -1504.000 -1368.625 -807.400 -773.500 -1325.300 -1772.500 -1478.835 -542.150 -575.400 -581.700 -935.125 -1743.875 -817.000 -730.500
100081 0.6667 1.0000 0.3333 0.6667 0.0000 -0.3333 -405.800 -500.750 -1670.665 -1656.500 -967.375 -1765.500 -740.500 -727.500 -405.800 -500.750 -1670.665 -1656.500 -967.375 -1765.500 -740.500 -727.500 -405.800 -500.750 -1820.665 -1695.000 -1722.165 -1565.625 -1526.875 -1053.750 -991.400 -883.800 -945.400 -1670.665 -1656.500 -556.000 -405.200 -699.700 -967.375 -1765.500 -740.500 -727.500
100082 0.6667 1.0000 0.3333 0.6667 0.0000 0.0000 -451.800 -360.000 -1200.000 -1200.000 -900.000 -902.750 -907.400 -720.000 -451.800 -360.000 -1200.000 -1200.000 -900.000 -902.750 -907.400 -720.000 -451.800 -360.000 -1200.000 -1500.000 -1502.335 -900.000 -1132.750 -912.375 -720.000 -902.000 -911.000 -1200.000 -1200.000 -449.450 -539.000 -541.900 -900.000 -902.750 -907.400 -720.000
100083 0.6667 1.0000 0.3333 0.6667 0.0000 0.3333 -673.500 -499.300 -1206.835 -1209.000 -900.000 -1090.625 -826.200 -790.800 -673.500 -499.300 -1206.835 -1209.000 -900.000 -1090.625 -826.200 -790.800 -673.500 -499.300 -1673.665 -1482.335 -1515.665 -1382.625 -1020.500 -1193.875 -1028.800 -950.100 -1061.400 -1206.835 -1209.000 -773.800 -611.400 -656.450 -900.000 -1090.625 -826.200 -790.800
100084 0.6667 1.0000 0.3333 0.6667 0.0000 0.6667 -762.450 -464.000 -1200.000 -1206.835 -907.125 -924.000 -978.500 -861.700 -762.450 -464.000 -1200.000 -1206.835 -907.125 -924.000 -978.500 -861.700 -762.450 -464.000 -1285.165 -1225.335 -1785.335 -1204.250 -1253.750 -1149.875 -1309.100 -1292.800 -1183.500 -1200.000 -1206.835 -865.600 -740.550 -910.500 -907.125 -924.000 -978.500 -861.700
100085 0.6667 1.0000 0.3333 0.6667 0.0000 1.0000 -791.000 -533.650 -1200.000 -1292.335 -900.000 -1062.500 -960.500 -783.900 -791.000 -533.650 -1200.000 -1292.335 -900.000 -1062.500 -960.500 -783.900 -791.000 -533.650 -1401.665 -1300.335 -1663.500 -1370.500 -1457.000 -1319.000 -1248.100 -1377.000 -1044.800 -1200.000 -1292.335 -954.350 -752.850 -855.550 -900.000 -1062.500 -960.500 -783.900
100086 0.6667 1.0000 0.3333 0.6667 0.3333 -1.0000 -439.800 -510.850 -1325.665 -1456.165 -940.500 -1397.125 -848.200 -723.000 -439.800 -510.850 -1325.665 -1456.165 -940.500 -1397.125 -848.200 -723.000 -439.800 -510.850 -1905.165 -2030.500 -1899.000 -1181.375 -1234.625 -1127.250 -833.200 -849.900 -1011.400 -1325.665 -1456.165 -696.150 -677.600 -537.250 -940.500 -1397.125 -848.200 -723.000
100087 0.6667 1.0000 0.3333 0.6667 0.3333 -0.6667 -466.050 -536.900 -1302.000 -1666.500 -990.625 -1786.500 -1049.800 -723.400 -466.050 -536.900 -1302.000 -1666.500 -990.625 -1786.500 -1049.800 -723.400 -466.050 -536.900 -2022.500 -1417.500 -1990.335 -1385.250 -1456.875 -1334.625 -905.700 -807.700 -856.500 -1302.000 -1666.500 -806.350 -460.300 -681.700 -990.625 -1786.500 -1049.800 -723.400
100088 0.6667 1.0000 0.3333 0.6667 0.3333 -0.3333 -560.550 -486.200 -1299.835 -1628.835 -947.375 -2092.000 -930.100 -739.000 -560.550 -486.200 -1299.835 -1628.835 -947.375 -2092.000 -930.100 -739.000 -560.550 -486.200 -1800.335 -1743.335 -1903.165 -1370.625 -1437.750 -1140.125 -1226.000 -1081.600 -1048.600 -1299.835 -1628.835 -748.400 -631.450 -668.600 -947.375 -2092.000 -930.100 -739.000
100089 0.6667 1.0000 0.3333 0.6667 0.3333 0.0000 -483.200 -427.700 -1642.165 -1709.165 -936.125 -1621.000 -792.300 -809.600 -483.200 -427.700 -1642.165 -1709.165 -936.125 -1621.000 -792.300 -809.600 -483.200 -427.700 -1954.835 -1698.165 -1954.000 -1632.125 -1515.375 -1844.875 -1464.900 -782.900 -1397.300 -1642.165 -1709.165 -601.050 -541.200 -757.150 -936.125 -1621.000 -792.300 -809.600
100090 0.6667 1.0000 0.3333 0.6667 0.3333 0.3333 -640.600 -635.900 -1324.500 -1513.165 -967.000 -1570.250 -1067.100 -1215.400 -640.600 -635.900 -1324.500 -1513.165 -967.000 -1570.250 -1067.100 -1215.400 -640.600 -635.900 -1923.165 -1583.835 -1729.665 -1482.500 -1441.875 -1684.750 -1723.800 -1253.500 -1481.300 -1324.500 -1513.165 -692.950 -636.550 -839.650 -967.000 -1570.250 -1067.100 -1215.400
100091 0.6667 1.0000 0.3333 0.6667 0.3333 0.6667 -465.450 -364.000 -1200.000 -1210.335 -900.000 -907.875 -730.300 -768.500 -465.450 -364.000 -1200.000 -1210.335 -900.000 -907.875 -730.300 -768.500 -465.450 -364.000 -1292.835 -1213.335 -1243.000 -1117.875 -943.875 -972.500 -724.000 -754.400 -801.300 -1200.000 -1210.335 -628.050 -416.300 -570.450 -900.000 -907.875 -730.300 -768.500
100092 0.6667 1.0000 0.3333 0.6667 0.3333 1.0000 -674.750 -487.300 -1200.000 -1782.165 -900.625 -948.125 -926.500 -825.200 -674.750 -487.300 -1200.000 -1782.165 -900.625 -948.125 -926.500 -825.200 -674.750 -487.300 -1542.835 -1313.335 -1625.165 -1057.375 -1320.500 -1188.125 -896.700 -1064.000 -957.000 -1200.000 -1782.165 -636.300 -564.500 -653.800 -900.625 -948.125 -926.500 -825.200
100093 0.6667 1.0000 0.3333 0.6667 0.6667 -1.0000 -406.050 -424.050 -1200.000 -1716.665 -900.000 -1257.500 -844.500 -724.500 -406.050 -424.050 -1200.000 -1716.665 -900.000 -1257.500 -844.500 -724.500 -406.050 -424.050 -1795.165 -1688.335 -1557.835 -1172.625 -1277.875 -945.875 -832.400 -749.400 -1185.100 -1200.000 -1716.665 -664.150 -783.050 -540.250 -900.000 -1257.500 -844.500 -724.500
100094 0.6667 1.0000 0.3333 0.6667 0.6667 -0.6667 -424.850 -474.550 -1301.165 -1596.000 -916.125 -1931.875 -989.500 -723.600 -424.850 -474.550 -1301.165 -1596.000 -916.125 -1931.875 -989.500 -723.600 -424.850 -474.550 -2046.835 -1555.835 -1993.665 -1143.500 -953.375 -1165.375 -928.500 -964.000 -875.000 -1301.165 -1596.000 -640.850 -589.350 -583.550 -916.125 -1931.875 -989.500 -723.600
100095 0.6667 1.0000 0.3333 0.6667 0.6667 -0.3333 -419.900 -581.850 -1299.165 -1794.500 -978.500 -1796.250 -754.900 -723.900 -419.900 -581.850 -1299.165 -1794.500 -978.500 -1796.250 -754.900 -723.900 -419.900 -581.850 -1985.665 -1714.835 -1744.165 -1981.750 -1276.125 -1387.250 -980.200 -1310.400 -1119.400 -1299.165 -1794.500 -642.850 -567.100 -733.700 -978.500 -1796.250 -754.900 -723.900
100096 0.6667 1.0000 0.3333 0.6667 0.6667 0.0000 -549.600 -430.100 -1401.335 -1389.500 -950.625 -2072.875 -779.100 -772.400 -549.600 -430.100 -1401.335 -1389.500 -950.625 -2072.875 -779.100 -772.400 -549.600 -430.100 -2081.665 -1810.335 -1466.500 -1213.000 -1106.750 -1833.625 -1472.300 -921.800 -1365.300 -1401.335 -1389.500 -671.100 -589.350 -545.550 -950.625 -2072.875 -779.100 -772.400
100097 0.6667 1.0000 0.3333 0.6667 0.6667 0.3333 -625.500 -461.250 -1438.000 -1722.335 -1357.750 -1940.625 -774.300 -862.200 -625.500 -461.250 -1438.000 -1722.335 -1357.750 -1940.625 -774.300 -862.200 -625.500 -461.250 -1860.835 -1713.165 -1941.500 -1578.125 -1497.125 -1617.250 -1518.200 -1421.700 -1.000 -1438.000 -1722.335 -500.750 -437.650 -742.150 -900.000 -1.000 -1.000 -723.600
