- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
49204 -0.3333 1.0000 0.0000 0.0000 -0.6667 -0.6667 -532.650 -889.700 -1200.000 -1200.000 -900.000 -1491.000 -1015.000 -874.100 -532.650 -889.700 -1200.000 -1200.000 -900.000 -1491.000 -1015.000 -874.100 -532.650 -889.700 -1562.000 -1490.165 -1759.835 -1267.750 -1631.250 -1373.625 -1085.100 -1122.500 -889.500 -1200.000 -1200.000 -702.450 -597.150 -600.250 -900.000 -1491.000 -1015.000 -874.100 
49205 -0.3333 1.0000 0.0000 0.0000 -0.6667 -0.3333 -543.700 -360.000 -1200.000 -1200.000 -900.000 -900.000 -726.600 -720.000 -543.700 -360.000 -1200.000 -1200.000 -900.000 -900.000 -726.600 -720.000 -543.700 -360.000 -1200.335 -1207.000 -1797.165 -900.000 -904.000 -1127.375 -899.100 -1076.000 -904.000 -1200.000 -1200.000 -449.450 -537.300 -450.550 -900.000 -900.000 -726.600 -720.000 
49206 -0.3333 1.0000 0.0000 0.0000 -0.6667 0.0000 -540.000 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.600 -720.000 -540.000 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.600 -720.000 -540.000 -360.000 -1200.000 -1200.835 -2096.500 -900.000 -902.375 -1351.000 -898.500 -720.200 -901.100 -1200.000 -1200.000 -449.500 -449.000 -541.600 -900.000 -900.000 -900.600 -720.000 
49207 -0.3333 1.0000 0.0000 0.0000 -0.6667 0.3333 -629.100 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.200 -720.000 -629.100 -360.000 -1200.000 -1200.000 -900.000 -900.000 -721.200 -720.000 -629.100 -360.000 -1200.000 -1200.665 -1800.165 -900.000 -1346.250 -1350.875 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.500 -360.000 -630.000 -900.000 -900.000 -721.200 -720.000 
49208 -0.3333 1.0000 0.0000 0.0000 -0.6667 0.6667 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.300 -720.000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.300 -720.000 -629.650 -360.000 -1200.000 -1200.665 -1800.165 -900.000 -1125.000 -1350.875 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.450 -360.000 -540.400 -900.000 -900.000 -720.300 -720.000 
49209 -0.3333 1.0000 0.0000 0.0000 -0.6667 1.0000 -540.100 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -540.100 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -540.100 -360.000 -1200.000 -1200.500 -1800.165 -900.000 -1125.000 -1350.750 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.450 -360.000 -540.350 -900.000 -900.000 -720.200 -720.000 
49210 -0.3333 1.0000 0.0000 0.0000 -0.3333 -1.0000 -596.150 -600.200 -1200.665 -1243.500 -935.125 -940.250 -869.300 -951.600 -596.150 -600.200 -1200.665 -1243.500 -935.125 -940.250 -869.300 -951.600 -596.150 -600.200 -1689.335 -1435.835 -1252.665 -1359.250 -1102.875 -1520.750 -889.200 -1215.200 -1301.800 -1200.665 -1243.500 -701.550 -766.500 -883.200 -935.125 -940.250 -869.300 -951.600 
49211 -0.3333 1.0000 0.0000 0.0000 -0.3333 -0.6667 -833.850 -657.750 -1253.165 -1419.835 -1011.375 -1241.000 -766.000 -1074.400 -833.850 -657.750 -1253.165 -1419.835 -1011.375 -1241.000 -766.000 -1074.400 -833.850 -657.750 -1469.335 -1638.665 -1454.000 -1160.500 -1307.375 -1263.750 -964.600 -1393.200 -1443.700 -1253.165 -1419.835 -680.900 -627.250 -791.050 -1011.375 -1241.000 -766.000 -1074.400 
49212 -0.3333 1.0000 0.0000 0.0000 -0.3333 -0.3333 -640.000 -604.200 -1300.000 -1200.000 -1031.125 -1269.500 -1064.400 -849.400 -640.000 -604.200 -1300.000 -1200.000 -1031.125 -1269.500 -1064.400 -849.400 -640.000 -604.200 -1471.335 -1728.665 -1598.335 -1110.000 -957.625 -1515.750 -851.800 -927.400 -1066.600 -1300.000 -1200.000 -651.000 -678.550 -674.450 -1031.125 -1269.500 -1064.400 -849.400 
49213 -0.3333 1.0000 0.0000 0.0000 -0.3333 0.0000 -540.000 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.400 -720.000 -540.000 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.400 -720.000 -540.000 -360.000 -1200.000 -1200.665 -2093.000 -900.000 -905.250 -1351.875 -898.300 -720.200 -902.000 -1200.000 -1200.000 -449.500 -447.600 -629.950 -900.000 -900.000 -900.400 -720.000 
49214 -0.3333 1.0000 0.0000 0.0000 -0.3333 0.3333 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.400 -720.000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.400 -720.000 -629.650 -360.000 -1200.000 -1200.665 -1800.165 -900.000 -1125.000 -1351.125 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.450 -360.000 -628.550 -900.000 -900.000 -720.400 -720.000 
49215 -0.3333 1.0000 0.0000 0.0000 -0.3333 0.6667 -540.150 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -540.150 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.200 -720.000 -540.150 -360.000 -1200.000 -1200.500 -1798.500 -900.000 -1125.500 -1351.000 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.450 -449.850 -540.400 -900.000 -900.000 -720.200 -720.000 
49216 -0.3333 1.0000 0.0000 0.0000 -0.3333 1.0000 -540.100 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.100 -720.000 -540.100 -360.000 -1200.000 -1200.000 -900.000 -900.000 -720.100 -720.000 -540.100 -360.000 -1200.000 -1496.500 -2094.000 -900.000 -1125.625 -1127.875 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.450 -449.850 -540.350 -900.000 -900.000 -720.100 -720.000 
49217 -0.3333 1.0000 0.0000 0.0000 0.0000 -1.0000 -746.050 -524.000 -1217.165 -1200.000 -970.000 -931.625 -796.100 -975.900 -746.050 -524.000 -1217.165 -1200.000 -970.000 -931.625 -796.100 -975.900 -746.050 -524.000 -1283.665 -1272.000 -1428.835 -939.625 -1131.500 -1725.125 -988.700 -1111.500 -1430.800 -1217.165 -1200.000 -628.100 -692.200 -685.500 -970.000 -931.625 -796.100 -975.900 
49218 -0.3333 1.0000 0.0000 0.0000 0.0000 -0.6667 -679.800 -468.800 -1200.000 -1200.000 -900.000 -1036.500 -966.900 -974.300 -679.800 -468.800 -1200.000 -1200.000 -900.000 -1036.500 -966.900 -974.300 -679.800 -468.800 -1244.500 -1363.335 -1601.000 -970.625 -1055.000 -1610.000 -860.900 -1296.900 -1056.200 -1200.000 -1200.000 -685.050 -689.250 -738.850 -900.000 -1036.500 -966.900 -974.300 
49219 -0.3333 1.0000 0.0000 0.0000 0.0000 -0.3333 -624.600 -455.850 -1200.000 -1200.000 -900.000 -954.125 -905.400 -857.200 -624.600 -455.850 -1200.000 -1200.000 -900.000 -954.125 -905.400 -857.200 -624.600 -455.850 -1252.835 -1495.335 -1703.000 -902.000 -1186.750 -1269.750 -862.400 -1384.200 -1160.300 -1200.000 -1200.000 -688.450 -663.200 -819.850 -900.000 -954.125 -905.400 -857.200 
49220 -0.3333 1.0000 0.0000 0.0000 0.0000 0.0000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.000 -720.000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -900.000 -720.000 -629.650 -360.000 -1200.000 -1200.665 -1800.165 -900.000 -1125.000 -1574.875 -720.000 -720.200 -1080.000 -1200.000 -1200.000 -449.450 -360.000 -630.000 -900.000 -900.000 -900.000 -720.000 
49221 -0.3333 1.0000 0.0000 0.0000 0.0000 0.3333 -629.250 -360.000 -1200.000 -1200.000 -900.000 -900.000 -895.400 -720.000 -629.250 -360.000 -1200.000 -1200.000 -900.000 -900.000 -895.400 -720.000 -629.250 -360.000 -1200.000 -1493.500 -1797.835 -900.000 -1128.250 -1352.875 -720.000 -720.200 -905.600 -1200.000 -1200.000 -449.450 -449.850 -539.200 -900.000 -900.000 -895.400 -720.000 
49222 -0.3333 1.0000 0.0000 0.0000 0.0000 0.6667 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -897.300 -720.000 -629.650 -360.000 -1200.000 -1200.000 -900.000 -900.000 -897.300 -720.000 -629.650 -360.000 -1200.000 -1495.500 -1797.665 -900.000 -1126.875 -1351.750 -720.000 -720.200 -903.100 -1200.000 -1200.000 -449.450 -449.850 -453.850 -900.000 -900.000 -897.300 -720.000 
49223 -0.3333 1.0000 0.0000 0.0000 0.0000 1.0000 -629.650 -360.000 -1200.000 -1230.665 -900.000 -900.000 -897.900 -720.000 -629.650 -360.000 -1200.000 -1230.665 -900.000 -900.000 -897.900 -720.000 -629.650 -360.000 -1200.000 -1496.165 -1797.665 -900.000 -1126.250 -1349.625 -720.000 -720.200 -902.600 -1200.000 -1230.665 -449.450 -449.900 -538.150 -900.000 -900.000 -897.900 -720.000 
49224 -0.3333 1.0000 0.0000 0.0000 0.3333 -1.0000 -466.550 -360.000 -1200.000 -1200.000 -900.000 -954.250 -953.000 -720.000 -466.550 -360.000 -1200.000 -1200.000 -900.000 -954.250 -953.000 -720.000 -466.550 -360.000 -1200.000 -1204.835 -1450.500 -900.000 -1244.750 -1574.875 -880.000 -761.200 -899.700 -1200.000 -1200.000 -374.050 -474.850 -612.200 -900.000 -954.250 -953.000 -720.000 
49225 -0.3333 1.0000 0.0000 0.0000 0.3333 -0.6667 -421.250 -360.000 -1200.000 -1216.000 -900.000 -900.000 -730.600 -720.000 -421.250 -360.000 -1200.000 -1216.000 -900.000 -900.000 -730.600 -720.000 -421.250 -360.000 -1200.000 -1268.165 -1367.835 -924.500 -1058.000 -1326.500 -720.000 -720.200 -934.200 -1200.000 -1216.000 -449.500 -376.600 -619.150 -900.000 -900.000 -730.600 -720.000 
49226 -0.3333 1.0000 0.0000 0.0000 0.3333 -0.3333 -440.100 -371.100 -1200.000 -1200.000 -918.750 -960.375 -746.900 -720.000 -440.100 -371.100 -1200.000 -1200.000 -918.750 -960.375 -746.900 -720.000 -440.100 -371.100 -1223.500 -1374.500 -1333.500 -999.250 -1169.250 -1187.875 -798.000 -817.800 -973.500 -1200.000 -1200.000 -422.950 -473.050 -596.600 -918.750 -960.375 -746.900 -720.000 
49227 -0.3333 1.0000 0.0000 0.0000 0.3333 0.0000 -388.900 -447.850 -1200.000 -1200.000 -921.000 -985.000 -829.700 -720.000 -388.900 -447.850 -1200.000 -1200.000 -921.000 -985.000 -829.700 -720.000 -388.900 -447.850 -1200.000 -1432.165 -1712.000 -964.625 -1128.375 -1080.875 -765.800 -792.400 -1054.800 -1200.000 -1200.000 -507.300 -475.700 -497.200 -921.000 -985.000 -829.700 -720.000 
49228 -0.3333 1.0000 0.0000 0.0000 0.3333 0.3333 -512.050 -406.100 -1204.835 -1410.665 -933.500 -1007.375 -927.900 -879.100 -512.050 -406.100 -1204.835 -1410.665 -933.500 -1007.375 -927.900 -879.100 -512.050 -406.100 -1203.000 -1394.665 -1517.665 -1119.375 -1268.625 -1253.500 -1089.000 -1004.700 -1529.300 -1204.835 -1410.665 -615.800 -526.850 -703.500 -933.500 -1007.375 -927.900 -879.100 
49229 -0.3333 1.0000 0.0000 0.0000 0.3333 0.6667 -715.350 -453.050 -1200.000 -1351.835 -900.000 -900.000 -721.900 -720.000 -715.350 -453.050 -1200.000 -1351.835 -900.000 -900.000 -721.900 -720.000 -715.350 -453.050 -1200.000 -1771.665 -2087.665 -1116.375 -1127.750 -1538.625 -720.000 -894.100 -1227.900 -1200.000 -1351.835 -449.600 -449.900 -822.200 -900.000 -900.000 -721.900 -720.000 
49230 -0.3333 1.0000 0.0000 0.0000 0.3333 1.0000 -628.900 -360.000 -1200.000 -1501.335 -900.000 -900.000 -897.200 -720.000 -628.900 -360.000 -1200.000 -1501.335 -900.000 -900.000 -897.200 -720.000 -628.900 -360.000 -1200.000 -1494.835 -1642.335 -900.000 -1127.625 -1348.500 -720.000 -720.200 -1079.100 -1200.000 -1501.335 -538.950 -537.100 -538.200 -900.000 -900.000 -897.200 -720.000 
49231 -0.3333 1.0000 0.0000 0.0000 0.6667 -1.0000 -382.600 -360.000 -1200.000 -1200.000 -900.000 -906.875 -883.100 -720.000 -382.600 -360.000 -1200.000 -1200.000 -900.000 -906.875 -883.100 -720.000 -382.600 -360.000 -1217.335 -1461.000 -1495.665 -925.750 -1134.750 -1637.250 -749.300 -726.000 -1016.600 -1200.000 -1200.000 -417.500 -389.900 -530.950 -900.000 -906.875 -883.100 -720.000 
49232 -0.3333 1.0000 0.0000 0.0000 0.6667 -0.6667 -465.350 -363.600 -1200.000 -1200.000 -920.500 -918.875 -724.700 -720.000 -465.350 -363.600 -1200.000 -1200.000 -920.500 -918.875 -724.700 -720.000 -465.350 -363.600 -1273.500 -1222.665 -1217.335 -900.250 -967.500 -1153.500 -732.800 -735.200 -1049.100 -1200.000 -1200.000 -412.950 -384.650 -562.350 -920.500 -918.875 -724.700 -720.000 
49233 -0.3333 1.0000 0.0000 0.0000 0.6667 -0.3333 -396.650 -395.100 -1200.000 -1200.000 -900.000 -900.000 -730.600 -720.000 -396.650 -395.100 -1200.000 -1200.000 -900.000 -900.000 -730.600 -720.000 -396.650 -395.100 -1202.335 -1503.000 -1307.500 -984.125 -989.250 -992.125 -789.800 -728.200 -791.400 -1200.000 -1200.000 -394.050 -505.100 -627.650 -900.000 -900.000 -730.600 -720.000 
49234 -0.3333 1.0000 0.0000 0.0000 0.6667 0.0000 -428.000 -456.850 -1200.000 -1200.000 -917.250 -940.500 -776.800 -722.900 -428.000 -456.850 -1200.000 -1200.000 -917.250 -940.500 -776.800 -722.900 -428.000 -456.850 -1202.165 -1285.500 -1213.335 -900.000 -997.625 -930.750 -731.100 -736.100 -946.600 -1200.000 -1200.000 -426.650 -408.800 -399.850 -917.250 -940.500 -776.800 -722.900 
49235 -0.3333 1.0000 0.0000 0.0000 0.6667 0.3333 -623.300 -458.100 -1200.000 -1200.000 -1336.875 -988.000 -808.400 -720.000 -623.300 -458.100 -1200.000 -1200.000 -1336.875 -988.000 -808.400 -720.000 -623.300 -458.100 -1584.335 -1402.835 -1225.835 -1100.875 -910.750 -1062.500 -721.000 -1060.400 -1512.000 -1200.000 -1200.000 -576.850 -670.100 -689.200 -1336.875 -988.000 -808.400 -720.000 
49236 -0.3333 1.0000 0.0000 0.0000 0.6667 0.6667 -564.800 -593.050 -1346.335 -1200.665 -1254.375 -1125.250 -915.600 -782.400 -564.800 -593.050 -1346.335 -1200.665 -1254.375 -1125.250 -915.600 -782.400 -564.800 -593.050 -1202.500 -1224.335 -1224.000 -1079.250 -1027.000 -1345.250 -790.600 -978.400 -1102.000 -1346.335 -1200.665 -654.750 -545.400 -628.700 -1254.375 -1125.250 -915.600 -782.400 
49237 -0.3333 1.0000 0.0000 0.0000 0.6667 1.0000 -782.750 -651.850 -1255.835 -1869.500 -1345.125 -933.250 -905.700 -1213.900 -782.750 -651.850 -1255.835 -1869.500 -1345.125 -933.250 -905.700 -1213.900 -782.750 -651.850 -1833.335 -1496.665 -2087.335 -1094.625 -1546.625 -1833.000 -1198.400 -1373.500 -1438.900 -1255.835 -1869.500 -660.800 -891.300 -897.600 -1345.125 -933.250 -905.700 -1213.900 
49238 -0.3333 1.0000 0.0000 0.0000 1.0000 -1.0000 -454.800 -372.250 -1200.000 -1200.000 -900.000 -926.500 -723.100 -720.000 -454.800 -372.250 -1200.000 -1200.000 -900.000 -926.500 -723.100 -720.000 -454.800 -372.250 -1210.835 -1226.000 -1253.500 -1002.625 -1149.625 -1355.875 -744.100 -722.500 -758.900 -1200.000 -1200.000 -411.200 -388.050 -576.750 -900.000 -926.500 -723.100 -720.000 
49239 -0.3333 1.0000 0.0000 0.0000 1.0000 -0.6667 -402.600 -367.700 -1200.000 -1200.000 -900.000 -934.625 -780.600 -720.000 -402.600 -367.700 -1200.000 -1200.000 -900.000 -934.625 -780.600 -720.000 -402.600 -367.700 -1207.665 -1244.000 -1498.335 -932.500 -950.750 -1033.375 -739.000 -760.300 -896.000 -1200.000 -1200.000 -393.000 -414.300 -552.500 -900.000 -934.625 -780.600 -720.000 
49240 -0.3333 1.0000 0.0000 0.0000 1.0000 -0.3333 -429.250 -362.950 -1200.000 -1200.000 -900.000 -1004.375 -720.300 -720.000 -429.250 -362.950 -1200.000 -1200.000 -900.000 -1004.375 -720.300 -720.000 -429.250 -362.950 -1205.000 -1519.665 -1208.665 -1059.000 -931.875 -978.375 -794.400 -730.500 -1144.000 -1200.000 -1200.000 -419.950 -386.850 -427.650 -900.000 -1004.375 -720.300 -720.000 
49241 -0.3333 1.0000 0.0000 0.0000 1.0000 0.0000 -404.950 -404.450 -1208.500 -1200.000 -910.500 -916.000 -746.700 -720.000 -404.950 -404.450 -1208.500 -1200.000 -910.500 -916.000 -746.700 -720.000 -404.950 -404.450 -1217.835 -1561.665 -1208.835 -973.750 -968.500 -959.000 -826.500 -738.000 -756.400 -1208.500 -1200.000 -420.900 -478.300 -399.900 -910.500 -916.000 -746.700 -720.000 
49242 -0.3333 1.0000 0.0000 0.0000 1.0000 0.3333 -501.600 -412.400 -1200.000 -1200.000 -946.000 -909.875 -836.800 -720.000 -501.600 -412.400 -1200.000 -1200.000 -946.000 -909.875 -836.800 -720.000 -501.600 -412.400 -1450.335 -1573.000 -1224.000 -1059.500 -940.250 -928.250 -763.100 -777.200 -777.900 -1200.000 -1200.000 -473.450 -541.600 -554.300 -946.000 -909.875 -836.800 -720.000 
49243 -0.3333 1.0000 0.0000 0.0000 1.0000 0.6667 -663.450 -605.250 -1567.165 -1200.000 -1113.250 -1228.375 -1218.200 -720.000 -663.450 -605.250 -1567.165 -1200.000 -1113.250 -1228.375 -1218.200 -720.000 -663.450 -605.250 -1206.835 -1664.165 -1283.165 -1042.625 -919.750 -1244.250 -1373.000 -720.200 -1338.200 -1567.165 -1200.000 -695.950 -455.750 -819.000 -1113.250 -1228.375 -1218.200 -720.000 
49244 -0.3333 1.0000 0.0000 0.0000 1.0000 1.0000 -517.600 -499.850 -1203.000 -1444.000 -1104.000 -1036.875 -908.900 -826.600 -517.600 -499.850 -1203.000 -1444.000 -1104.000 -1036.875 -908.900 -826.600 -517.600 -499.850 -1448.165 -1207.835 -1205.500 -1083.625 -1096.625 -1103.625 -916.800 -734.400 -1370.900 -1203.000 -1444.000 -499.750 -600.100 -774.950 -1104.000 -1036.875 -908.900 -826.600 
49245 -0.3333 1.0000 0.0000 0.3333 -1.0000 -1.0000 -741.700 -737.350 -1539.665 -1485.665 -1036.125 -1259.750 -782.300 -1112.600 -741.700 -737.350 -1539.665 -1485.665 -1036.125 -1259.750 -782.300 -1112.600 -741.700 -737.350 -2075.335 -2784.165 -2240.000 -1251.625 -1717.750 -1456.750 -1676.700 -1547.600 -1425.000 -1539.665 -1485.665 -729.200 -677.450 -676.150 -1036.125 -1259.750 -782.300 -1112.600 
49246 -0.3333 1.0000 0.0000 0.3333 -1.0000 -0.6667 -1138.650 -948.100 -1408.835 -1379.665 -1369.375 -1954.750 -1517.900 -1165.700 -1138.650 -948.100 -1408.835 -1379.665 -1369.375 -1954.750 -1517.900 -1165.700 -1138.650 -948.100 -2179.500 -2275.000 -2199.000 -1889.125 -2176.750 -2060.750 -1756.400 -2060.900 -1861.100 -1408.835 -1379.665 -1347.600 -1189.600 -1421.300 -1369.375 -1954.750 -1517.900 -1165.700 
49247 -0.3333 1.0000 0.0000 0.3333 -1.0000 -0.3333 -956.100 -699.000 -1363.165 -1317.665 -1195.500 -1669.750 -1612.000 -1038.100 -956.100 -699.000 -1363.165 -1317.665 -1195.500 -1669.750 -1612.000 -1038.100 -956.100 -699.000 -2039.335 -2175.335 -2586.000 -2171.625 -2363.750 -2387.250 -1631.000 -2235.900 -2373.200 -1363.165 -1317.665 -1353.450 -1279.100 -1719.900 -1195.500 -1669.750 -1612.000 -1038.100 
49248 -0.3333 1.0000 0.0000 0.3333 -1.0000 0.0000 -1102.400 -559.400 -1347.000 -1351.335 -1219.875 -1388.625 -1558.700 -1062.600 -1102.400 -559.400 -1347.000 -1351.335 -1219.875 -1388.625 -1558.700 -1062.600 -1102.400 -559.400 -2155.665 -2306.000 -2549.165 -2113.250 -2266.875 -2458.000 -1783.900 -2212.900 -2201.500 -1347.000 -1351.335 -1240.850 -1390.800 -1503.100 -1219.875 -1388.625 -1558.700 -1062.600 
49249 -0.3333 1.0000 0.0000 0.3333 -1.0000 0.3333 -1103.400 -543.800 -1324.335 -1280.000 -1085.625 -1167.250 -1481.300 -933.300 -1103.400 -543.800 -1324.335 -1280.000 -1085.625 -1167.250 -1481.300 -933.300 -1103.400 -543.800 -2024.835 -2297.000 -2417.665 -1936.125 -2309.250 -2532.000 -1762.900 -2039.400 -2374.100 -1324.335 -1280.000 -1313.400 -1233.950 -1574.500 -1085.625 -1167.250 -1481.300 -933.300 
49250 -0.3333 1.0000 0.0000 0.3333 -1.0000 0.6667 -916.650 -564.150 -1297.500 -1224.165 -1004.500 -1041.875 -1341.800 -908.500 -916.650 -564.150 -1297.500 -1224.165 -1004.500 -1041.875 -1341.800 -908.500 -916.650 -564.150 -2059.335 -2208.000 -2420.165 -2037.125 -2225.500 -2514.625 -1712.300 -2133.000 -2067.900 -1297.500 -1224.165 -1226.100 -1264.250 -1632.800 -1004.500 -1041.875 -1341.800 -908.500 
49251 -0.3333 1.0000 0.0000 0.3333 -1.0000 1.0000 -936.400 -506.700 -1258.165 -1202.165 -971.375 -948.125 -1286.400 -820.200 -936.400 -506.700 -1258.165 -1202.165 -971.375 -948.125 -1286.400 -820.200 -936.400 -506.700 -1960.335 -2159.835 -2382.665 -1925.250 -2207.375 -2455.250 -1679.000 -2129.300 -2090.500 -1258.165 -1202.165 -1182.700 -1176.150 -1493.500 -971.375 -948.125 -1286.400 -820.200 
49252 -0.3333 1.0000 0.0000 0.3333 -0.6667 -1.0000 -503.850 -619.000 -1476.165 -1651.000 -1159.750 -1496.750 -1214.200 -1031.600 -503.850 -619.000 -1476.165 -1651.000 -1159.750 -1496.750 -1214.200 -1031.600 -503.850 -619.000 -2158.835 -2004.665 -1984.165 -1552.375 -1691.125 -1886.250 -865.500 -1124.500 -1401.300 -1476.165 -1651.000 -621.650 -650.250 -499.250 -1159.750 -1496.750 -1214.200 -1031.600 
49253 -0.3333 1.0000 0.0000 0.3333 -0.6667 -0.6667 -703.250 -786.350 -1470.165 -1330.500 -1122.625 -1547.125 -1258.700 -1002.300 -703.250 -786.350 -1470.165 -1330.500 -1122.625 -1547.125 -1258.700 -1002.300 -703.250 -786.350 -2473.000 -2831.835 -1829.835 -1576.250 -1629.125 -1905.875 -1512.200 -1177.400 -1097.300 -1470.165 -1330.500 -753.000 -681.750 -645.850 -1122.625 -1547.125 -1258.700 -1002.300 
49254 -0.3333 1.0000 0.0000 0.3333 -0.6667 -0.3333 -1107.500 -659.050 -1346.335 -1226.665 -1247.625 -1659.625 -1373.800 -1142.300 -1107.500 -659.050 -1346.335 -1226.665 -1247.625 -1659.625 -1373.800 -1142.300 -1107.500 -659.050 -2045.665 -2183.335 -2537.000 -2010.125 -2180.250 -2294.375 -1342.400 -1978.300 -2452.300 -1346.335 -1226.665 -1218.950 -1240.450 -1355.950 -1247.625 -1659.625 -1373.800 -1142.300 
49255 -0.3333 1.0000 0.0000 0.3333 -0.6667 0.0000 -1013.300 -510.500 -1323.000 -1213.665 -1106.000 -1273.125 -1451.200 -953.500 -1013.300 -510.500 -1323.000 -1213.665 -1106.000 -1273.125 -1451.200 -953.500 -1013.300 -510.500 -2114.165 -2284.165 -2437.000 -1981.125 -2246.125 -2405.000 -1673.000 -2122.800 -2231.900 -1323.000 -1213.665 -1182.350 -1255.350 -1529.750 -1106.000 -1273.125 -1451.200 -953.500 
49256 -0.3333 1.0000 0.0000 0.3333 -0.6667 0.3333 -954.150 -494.400 -1299.165 -1207.500 -1016.250 -991.000 -1351.500 -886.600 -954.150 -494.400 -1299.165 -1207.500 -1016.250 -991.000 -1351.500 -886.600 -954.150 -494.400 -2004.500 -2186.500 -2383.665 -1901.375 -2221.375 -2392.125 -1757.400 -2003.900 -2211.100 -1299.165 -1207.500 -1144.050 -1216.100 -1545.600 -1016.250 -991.000 -1351.500 -886.600 
49257 -0.3333 1.0000 0.0000 0.3333 -0.6667 0.6667 -902.650 -475.100 -1231.500 -1200.000 -900.000 -914.625 -1126.100 -809.600 -902.650 -475.100 -1231.500 -1200.000 -900.000 -914.625 -1126.100 -809.600 -902.650 -475.100 -1978.000 -2107.665 -2411.000 -1842.875 -2082.750 -2472.125 -1734.900 -2003.500 -2095.600 -1231.500 -1200.000 -1082.850 -1185.650 -1458.550 -900.000 -914.625 -1126.100 -809.600 
49258 -0.3333 1.0000 0.0000 0.3333 -0.6667 1.0000 -871.900 -423.450 -1200.000 -1231.835 -908.375 -922.750 -1094.400 -847.500 -871.900 -423.450 -1200.000 -1231.835 -908.375 -922.750 -1094.400 -847.500 -871.900 -423.450 -1938.500 -2146.165 -2367.335 -1823.000 -2060.500 -2303.625 -1630.000 -1946.600 -2092.000 -1200.000 -1231.835 -1011.350 -1100.200 -1484.250 -908.375 -922.750 -1094.400 -847.500 
49259 -0.3333 1.0000 0.0000 0.3333 -0.3333 -1.0000 -525.650 -583.150 -1246.335 -1628.665 -1170.500 -1036.500 -1050.900 -863.600 -525.650 -583.150 -1246.335 -1628.665 -1170.500 -1036.500 -1050.900 -863.600 -525.650 -583.150 -1693.665 -1909.665 -1971.335 -1018.250 -1397.000 -1107.125 -929.000 -1082.600 -1177.700 -1246.335 -1628.665 -701.450 -553.350 -628.200 -1170.500 -1036.500 -1050.900 -863.600 
49260 -0.3333 1.0000 0.0000 0.3333 -0.3333 -0.6667 -501.950 -557.250 -1204.500 -1398.165 -1045.000 -1026.125 -907.100 -772.700 -501.950 -557.250 -1204.500 -1398.165 -1045.000 -1026.125 -907.100 -772.700 -501.950 -557.250 -1838.665 -1834.335 -1641.500 -1253.875 -1461.125 -1569.750 -1045.600 -1042.700 -1069.100 -1204.500 -1398.165 -722.000 -553.150 -596.600 -1045.000 -1026.125 -907.100 -772.700 
